a01,aeu,totexp_m,div,district,hh_type,lat1,long1,totexp_m_pc
3276,2.709999979,11686.68301,30,61,national representative,24.40222222,90.81583333,4312.429191
3277,4.409999996,12794.74553,30,61,national representative,24.39194444,90.82416667,2901.302843
3278,2.099999964,7601.182349,30,61,national representative,24.38666667,90.74944444,3619.610704
3279,2.73999998,6613.034999,30,61,national representative,24.585,90.87638889,2413.516441
3280,2.569999963,5300.865786,30,61,national representative,24.605,90.86861111,2062.593721
3281,4.419999897,15016.76829,30,61,national representative,25.02222222,90.91583333,3397.458969
3282,1.349999964,7154.198969,30,61,national representative,25.03416667,90.8975,5299.406784
3283,2.559999943,9575.512701,30,61,national representative,24.98361111,90.89055556,3740.434732
3284,2.539999962,7785.520031,30,61,national representative,25.01777778,90.92416667,3065.165413
3285,3.849999905,14328.22774,30,61,national representative,25.04916667,90.87777778,3721.617687
3286,3.569999933,20470.94952,30,61,national representative,24.99416667,90.89944444,5734.159636
3287,1.069999993,2335.045895,30,61,national representative,24.98361111,90.89055556,2182.285897
3288,1.99000001,10238.48498,30,61,national representative,24.99722222,90.87472222,5144.967302
3289,2.209999979,3757.640107,30,61,national representative,25.01222222,90.89583333,1700.289658
3290,4.959999919,12487.69189,30,61,national representative,24.98166667,90.70111111,2517.679858
3291,3.369999975,8184.723295,30,61,national representative,24.88361111,90.74722222,2428.701292
3292,3.759999931,10806.93342,30,61,national representative,24.93138889,90.73,2874.184473
3293,4.569999933,13266.97273,30,61,national representative,24.945,90.72472222,2903.057533
3294,4.449999928,14431.53771,30,61,national representative,24.90944444,90.7775,3243.042234
3295,3.819999993,13697.57959,30,61,national representative,24.96222222,90.71388889,3585.753825
3296,1.50999999,6190.13463,30,61,national representative,24.97166667,90.71222222,4099.426933
3297,1.849999964,7683.177671,30,61,national representative,24.97388889,90.79222222,4153.069092
3298,0.829999983,2000.769013,30,61,national representative,24.99138889,90.95416667,2410.565125
3299,3.789999962,10337.1308,30,61,national representative,24.98777778,90.78777778,2727.475173
3300,1.430000007,4621.322011,30,61,national representative,25.0075,90.8,3231.693698
3301,1.950000018,4000.647848,30,61,national representative,24.19111111,90.41666667,2051.614262
3302,2.539999962,4788.274634,30,61,national representative,25.19333333,90.41277778,1885.147522
3303,4.569999903,9547.030214,30,61,national representative,25.19,90.39111111,2089.065736
3304,2.649999976,5518.218336,30,61,national representative,25.1575,90.35027778,2082.346561
3305,0.610000014,1441.971523,30,61,national representative,25.17888889,90.34805556,2363.887686
3306,1.50999999,4662.499398,30,61,national representative,25.17194444,90.40166667,3087.747966
3307,3.00999999,6137.224731,30,61,national representative,24.18361111,90.40027778,2038.9451
3308,3.569999993,15955.07294,30,61,national representative,25.19194444,90.34861111,4469.208115
3309,1.50999999,8259.717716,30,61,national representative,25.32388889,90.39222222,5470.011767
3310,2.889999926,9514.089596,30,61,national representative,25.31472222,90.38694444,3292.072609
3311,3.370000005,10843.26802,30,61,national representative,25.15138889,90.42666667,3217.586944
3312,2.929999948,9156.405107,30,61,national representative,25.29472222,90.36638889,3125.052993
3313,1.309999973,4498.81497,30,61,national representative,25.13388889,90.40555556,3434.209972
3314,3.699999928,8665.007746,30,61,national representative,25.18055556,90.34638889,2341.894031
3315,3.379999995,6310.924226,30,61,national representative,25.10222222,90.39777778,1867.137348
3316,1.290000021,3380.898065,30,61,national representative,25.12722222,90.37583333,2620.85117
3317,2.699999988,6752.399268,30,61,national representative,25.13638889,90.34805556,2500.888629
3318,1.290000021,5904.589242,30,61,national representative,25.25916667,90.37666667,4577.200887
3319,5.049999893,13430.01659,30,61,national representative,25.25777778,90.34333333,2659.409281
3320,2.929999948,6054.081578,30,61,national representative,25.25333333,90.38416667,2066.239483
3321,2.729999959,5232.565988,30,61,national representative,24.95027778,90.74694444,1916.690867
3322,2.539999962,11521.74149,30,61,national representative,24.96166667,90.75638889,4536.118767
3323,3.73999995,7195.498127,30,61,national representative,24.97444444,90.7575,1923.930006
3324,2.769999981,8720.828763,30,61,national representative,24.95222222,90.705,3148.313654
3325,3.569999963,12990.67853,30,61,national representative,24.96555556,90.68666667,3638.845565
3326,2.729999989,9068.351529,30,61,national representative,24.73,90.69333333,3321.7405
3327,3.029999942,9334.723742,30,61,national representative,24.73638889,90.71583333,3080.766971
3328,4.039999932,7645.849266,30,61,national representative,24.93611111,90.72222222,1892.536979
3329,2.899999946,7025.660735,30,61,national representative,24.92833333,90.76833333,2422.641678
3330,1.50999999,12083.40178,30,61,national representative,24.92833333,90.67972222,8002.252885
3331,2.969999969,9953.511634,30,61,national representative,24.92305556,90.67527778,3351.350753
3332,2.279999971,4719.059562,30,61,national representative,24.88388889,90.6375,2069.762992
3333,3.709999979,20609.58627,30,61,national representative,24.76,90.73611111,5555.14458
3334,2.559999943,11521.97586,30,61,national representative,24.76555556,90.71805556,4500.771921
3335,2.440000057,4161.834857,30,61,national representative,24.75361111,90.71611111,1705.669983
3336,1.50999999,5430.196954,30,61,national representative,24.91555556,90.66138889,3596.156946
3337,2.799999952,9499.054102,30,61,national representative,24.91638889,90.665,3392.51938
3338,2.559999943,18730.16111,30,61,national representative,24.88083333,90.66638889,7316.469348
3339,1.50999999,3710.386907,30,61,national representative,24.89916667,90.65944444,2457.209888
3340,1.50999999,6859.059221,30,61,national representative,24.91805556,90.665,4542.423354
3341,4.299999893,7264.554992,30,61,national representative,24.75527778,90.50916667,1689.431436
3342,5.5,17557.34025,30,61,national representative,24.99944444,90.52777778,3192.243681
3343,2.209999979,5658.530725,30,61,national representative,24.75638889,90.54888889,2560.421167
3344,0.610000014,1208.801562,30,61,national representative,25.01027778,90.55083333,1981.641858
3345,2.279999971,6052.997858,30,61,national representative,25.00222222,90.4725,2654.823655
3346,4.819999933,18497.64879,30,61,national representative,24.77805556,90.49361111,3837.686523
3347,2.219999969,5752.33969,30,61,national representative,24.77555556,90.48916667,2591.144041
3348,2.679999948,7177.637172,30,61,national representative,24.77777778,90.49361111,2678.222878
3349,3.179999977,15042.03181,30,61,national representative,24.79972222,90.40583333,4730.198717
3350,4.339999974,24442.76887,30,61,national representative,24.79861111,90.40111111,5631.974429
3351,5.269999921,22642.11096,30,61,national representative,24.78944444,90.39222222,4296.415806
3352,4.899999917,11492.83568,30,61,national representative,24.80138889,90.46972222,2345.476709
3353,2.469999969,5723.44688,30,61,national representative,24.7975,90.47833333,2317.185001
3354,4.189999968,30535.18524,30,61,national representative,24.76583333,90.4675,7287.633766
3355,4.49999994,9096.858257,30,61,national representative,24.79472222,90.46722222,2021.524084
3356,0.829999983,1428.356524,30,61,national representative,24.79222222,90.46666667,1720.91151
3357,3.029999971,5931.564624,30,61,national representative,24.77694444,90.46583333,1957.612106
3358,3.49999994,9115.931576,30,61,national representative,24.77333333,90.37972222,2604.551923
3359,2.829999983,7708.033156,30,61,national representative,24.77972222,90.38694444,2723.686644
3360,2.089999974,6494.096203,30,61,national representative,24.79111111,90.4225,3107.223103
3361,3.579999924,8304.390142,30,61,national representative,24.75222222,90.40277778,2319.6621
3362,2.49999994,5701.813666,30,61,national representative,24.74805556,90.40416667,2280.725521
3363,3.310000002,9505.531816,30,61,national representative,24.75222222,90.42805556,2871.761876
3364,2.189999998,3301.626766,30,61,national representative,24.735,90.38111111,1507.592132
3365,2.439999938,4987.995373,30,61,national representative,24.91527778,90.36833333,2044.260451
3366,2.279999971,4896.747837,30,61,national representative,24.67472222,90.39055556,2147.696447
3367,2.419999957,7223.232074,30,61,national representative,24.68,90.3525,2984.806695
3368,3.619999975,5480.1607,30,61,national representative,24.91055556,90.28,1513.856558
3369,3.060000002,4630.001393,30,61,national representative,24.91861111,90.28277778,1513.07235
3370,2.539999962,12710.61892,30,61,national representative,24.66944444,90.30638889,5004.180754
3371,2.849999994,3441.770734,30,61,national representative,24.70805556,90.34055556,1207.638856
3372,3.139999986,11156.21927,30,61,national representative,24.68777778,90.33,3552.93609
3373,4.759999931,15613.83644,30,61,national representative,24.70277778,90.35333333,3280.217786
3374,2.889999956,6350.488489,30,61,national representative,24.71777778,90.36166667,2197.400895
3375,1.860000014,4539.67468,30,61,national representative,24.72861111,90.36166667,2440.685293
3376,3.689999938,9292.732326,30,61,national representative,24.72888889,90.37277778,2518.355686
3377,3.799999952,5589.25816,30,61,national representative,24.90805556,90.32194444,1470.857429
3378,3.209999949,3896.017543,30,61,national representative,24.89972222,90.31972222,1213.71265
3379,3.659999996,10601.93271,30,61,national representative,24.89333333,90.31,2896.70293
3380,1.519999981,4561.410982,30,61,national representative,24.71777778,90.42527778,3000.928316
3381,4.349999964,13773.45566,30,61,national representative,24.76222222,90.61055556,3166.311672
3382,3.189999998,8529.55657,30,61,national representative,24.76166667,90.64,2673.842187
3383,1.290000021,4685.593985,30,61,national representative,24.78194444,90.65,3632.243339
3384,3.609999955,12522.01931,30,61,national representative,24.76583333,90.65333333,3468.703455
3385,3.119999945,12979.17,30,61,national representative,24.70416667,90.70277778,4159.990457
3386,1.439999998,5837.892745,30,61,national representative,24.72722222,90.66277778,4054.092191
3387,2.579999983,5027.964158,30,61,national representative,24.73083333,90.69111111,1948.82333
3388,1.50999999,14229.74912,30,61,national representative,24.75222222,90.60972222,9423.674972
3389,2.339999944,9945.426827,30,61,national representative,24.72972222,90.6825,4250.182507
3390,0.610000014,1854.482234,30,61,national representative,24.7275,90.66527778,3040.134739
3391,3.269999921,11195.78627,30,61,national representative,24.73722222,90.7125,3423.787934
3392,2.24999997,5524.330475,30,61,national representative,24.72138889,90.71,2455.258021
3393,1.50999999,5018.728142,30,61,national representative,24.72666667,90.71194444,3323.661042
3394,4.189999938,15192.65442,30,61,national representative,24.66638889,90.72138889,3625.931896
3395,2.689999998,3267.089623,30,61,national representative,24.76138889,90.70944444,1214.531459
3396,2.099999964,6097.112025,30,61,national representative,24.68833333,90.62944444,2903.386728
3397,2.099999964,8971.901076,30,61,national representative,24.68861111,90.62916667,4272.333919
3398,4.379999936,13345.99916,30,61,national representative,24.71111111,90.75166667,3047.031816
3399,5.189999938,14073.01279,30,61,national representative,24.71194444,90.73305556,2711.56319
3400,3.00999999,10145.41828,30,61,national representative,24.67444444,90.73388889,3370.570868
3401,3.089999944,12403.7564,30,61,national representative,25.22361111,90.61388889,4014.160719
3402,5.289999902,18448.76192,30,61,national representative,24.96833333,90.64972222,3487.478689
3403,2.74999994,9407.757001,30,61,national representative,25.18833333,90.68138889,3421.00262
3404,2.679999948,5838.026803,30,61,national representative,25.22138889,90.55916667,2178.368253
3405,1.439999998,2855.416527,30,61,national representative,24.97611111,90.64527778,1982.928147
3406,2.709999979,5364.536202,30,61,national representative,25.19944444,90.69638889,1979.53367
3407,1.639999986,15346.30494,30,61,national representative,24.9825,90.56861111,9357.503096
3408,3.23999995,9238.543723,30,61,national representative,25.00333333,90.58166667,2851.402428
3409,1.50999999,6930.180126,30,61,national representative,25.00194444,90.71388889,4589.523291
3410,1.349999964,7258.723419,30,61,national representative,25.01694444,90.59916667,5376.832304
3411,2.539999962,11480.86647,30,61,national representative,25.01277778,90.67555556,4520.026235
3412,2.209999979,5226.414902,30,61,national representative,25.01333333,90.64472222,2364.893644
3413,1.639999986,11327.69175,30,61,national representative,25.0225,90.64055556,6907.129176
3414,3.609999955,9886.721511,30,61,national representative,25.02111111,90.61805556,2738.704054
3415,2.539999962,11977.66637,30,61,national representative,25.01694444,90.67972222,4715.616752
3416,3.349999964,8941.640463,30,61,national representative,25.1,90.68694444,2669.146435
3417,3.660000026,10194.55701,30,61,national representative,25.00333333,90.69972222,2785.398071
3418,2.579999983,13128.49573,30,61,national representative,25.08666667,90.69222222,5088.564269
3419,1.50999999,4354.254777,30,61,national representative,25.05555556,90.68916667,2883.612454
3420,2.889999926,6078.437786,30,61,national representative,25.04666667,90.61111111,2103.265724
3421,1.849999964,5848.310639,30,61,national representative,25.19916667,90.45722222,3161.249055
3422,2.869999975,7559.676291,30,61,national representative,25.21333333,90.43555556,2634.033574
3423,2.379999936,12605.19659,30,61,national representative,25.23166667,90.44472222,5296.30123
3424,2.759999961,8105.887715,30,61,national representative,25.20166667,90.40861111,2936.915881
3425,0.610000014,2765.404373,30,61,national representative,25.19083333,90.41611111,4533.449685
3426,2.209999979,4845.005533,30,61,national representative,25.17833333,90.4225,2192.310217
3427,2.099999964,4933.503667,30,61,national representative,25.20277778,90.43305556,2349.287501
3428,1.800000012,4759.666885,30,61,national representative,25.15916667,90.49472222,2644.259363
3429,3.539999962,10092.9839,30,61,national representative,25.1775,90.45166667,2851.125427
3430,2.279999971,6264.784483,30,61,national representative,25.19444444,90.48638889,2747.712527
3431,2.409999967,5179.879037,30,61,national representative,25.20194444,90.495,2149.327431
3432,1.930000007,4831.302553,30,61,national representative,24.98555556,90.42194444,2503.265562
3433,3.589999974,7018.044959,30,61,national representative,25.19222222,90.5075,1954.88719
3434,2.219999969,9589.731879,30,61,national representative,25.20555556,90.50416667,4319.699105
3435,2.789999932,4653.54255,30,61,national representative,25.2225,90.48333333,1667.936439
3436,2.339999974,4491.858725,30,61,national representative,25.22527778,90.50138889,1919.597767
3437,3.559999913,11805.26879,30,61,national representative,25.20194444,90.44777778,3316.086819
3438,2.709999979,5583.374895,30,61,national representative,25.23166667,90.50083333,2060.285956
3439,1.50999999,4352.527855,30,61,national representative,25.22194444,90.47055556,2882.468796
3440,3.529999971,7606.387445,30,61,national representative,24.98638889,90.46805556,2154.783996
3441,3.090000033,6600.946334,30,61,national representative,24.82361111,90.49888889,2136.228564
3442,0.610000014,4334.318494,30,61,national representative,24.85194444,90.54333333,7105.439988
3443,3.279999971,7388.999097,30,61,national representative,24.85527778,90.56555556,2252.743647
3444,2.569999933,4947.104788,30,61,national representative,24.8275,90.53638889,1924.943547
3445,2.559999943,5257.488202,30,61,national representative,24.84083333,90.55166667,2053.706375
3446,3.24999997,14933.13111,30,61,national representative,24.8525,90.57222222,4594.809614
3447,3.24999994,10468.39735,30,61,national representative,24.78694444,90.52416667,3221.045399
3448,5.329999924,11360.4149,30,61,national representative,24.78472222,90.52333333,2131.409955
3449,2.74999994,8759.788653,30,61,national representative,24.89888889,90.50361111,3185.377761
3450,3.219999969,8229.544018,30,61,national representative,24.7975,90.50777778,2555.759036
3451,2.98999995,5879.086465,30,61,national representative,24.87416667,90.50305556,1966.249687
3452,2.099999964,7946.411674,30,61,national representative,24.82694444,90.50861111,3784.005624
3453,3.329999924,10016.74452,30,61,national representative,24.84111111,90.51055556,3008.031455
3454,2.73999995,8469.879428,30,61,national representative,24.88166667,90.49361111,3091.196928
3455,2.550000012,4978.967326,30,61,national representative,24.89916667,90.50361111,1952.536197
3456,2.929999977,6273.651332,30,61,national representative,24.88388889,90.47444444,2141.177946
3457,3.48999995,7450.766614,30,61,national representative,24.65722222,90.50666667,2134.890178
3458,1.640000015,4537.564017,30,61,national representative,24.82833333,90.51388889,2766.807301
3459,3.409999967,13145.89353,30,61,national representative,24.85444444,90.52888889,3855.100779
3460,1.290000021,5617.492625,30,61,national representative,24.89333333,90.49916667,4354.645373
3461,3.919999957,13848.5131,50,64,national representative,24.85138889,89.03277778,3532.783993
3462,3.379999936,6264.572959,50,64,national representative,24.84833333,89.03833333,1853.423988
3463,3.419999957,6023.407919,50,64,national representative,24.84666667,88.98388889,1761.230408
3464,3.439999998,16759.69443,50,64,national representative,24.83888889,89.04333333,4872.004199
3465,3.049999952,11450.64604,50,64,national representative,24.83611111,89.04583333,3754.310234
3466,2.25999999,5159.30412,50,64,national representative,24.82583333,89.04694444,2282.877939
3467,3.699999958,6166.454597,50,64,national representative,24.75805556,89.03555556,1666.609369
3468,2.099999964,7273.07882,50,64,national representative,24.8025,89.05333333,3463.370926
3469,2.219999969,11532.99286,50,64,national representative,24.80666667,89.05444444,5195.041901
3470,1.319999993,6879.731731,50,64,national representative,24.795,89.06,5211.918007
3471,5.419999897,12021.88733,50,64,national representative,24.79972222,89.05888889,2218.060435
3472,3.419999927,8606.360616,50,64,national representative,24.79722222,89.06694444,2516.479766
3473,2.120000005,3890.21073,50,64,national representative,24.80083333,89.0725,1835.005057
3474,7.149999887,22101.58078,50,64,national representative,24.81083333,89.0675,3091.130228
3475,3.919999897,15874.07265,50,64,national representative,24.81194444,89.05722222,4049.508435
3476,2.189999998,6271.734802,50,64,national representative,24.81277778,89.05333333,2863.805849
3477,2.319999993,9680.300451,50,64,national representative,24.81666667,89.05888889,4172.543311
3478,2.949999958,21068.90723,50,64,national representative,24.81666667,89.06083333,7142.002552
3479,3.069999993,9943.43912,50,64,national representative,24.82305556,89.05638889,3238.905258
3480,3.019999921,8963.78073,50,64,national representative,24.83166667,89.06694444,2968.139392
3481,2.98999995,7367.490432,50,64,national representative,24.76027778,88.87833333,2464.043664
3482,5.709999919,15770.99281,50,64,national representative,24.76777778,88.87833333,2761.995277
3483,2.219999969,8784.363891,50,64,national representative,24.77277778,88.88444444,3956.920727
3484,2.120000005,10480.14292,50,64,national representative,24.78166667,88.88416667,4943.463631
3485,2.109999955,7630.735681,50,64,national representative,24.79444444,88.89138889,3616.462485
3486,3.25999999,6568.920903,50,64,national representative,24.79333333,88.91444444,2015.006418
3487,0.610000014,2209.483367,50,64,national representative,24.79111111,88.91888889,3622.103795
3488,2.919999957,12225.5207,50,64,national representative,24.79333333,88.92888889,4186.822217
3489,3.069999993,11128.63225,50,64,national representative,24.81916667,88.92222222,3624.961654
3490,3.699999928,10541.58369,50,64,national representative,24.80083333,88.94333333,2849.076729
3491,3.569999933,8102.870803,50,64,national representative,24.80722222,88.94416667,2269.711752
3492,4.129999906,8714.408097,50,64,national representative,24.81194444,88.95111111,2110.026222
3493,2.279999971,8582.317266,50,64,national representative,24.80861111,88.96166667,3764.174287
3494,3.479999959,7532.022393,50,64,national representative,24.79722222,88.96472222,2164.374276
3495,3.359999955,11825.56946,50,64,national representative,24.80222222,88.97111111,3519.514767
3496,1.859999955,6239.427982,50,64,national representative,24.79083333,88.97472222,3354.531255
3497,2.279999971,5670.444289,50,64,national representative,24.79333333,88.98138889,2487.037
3498,2.519999981,5677.535628,50,64,national representative,24.79388889,88.98777778,2252.990346
3499,2.519999981,7489.147071,50,64,national representative,24.77777778,88.99166667,2971.883781
3500,3.049999952,7117.083462,50,64,national representative,24.77361111,89.00111111,2333.470024
3501,3.959999919,13284.70355,50,64,national representative,25.13777778,88.89083333,3354.723187
3502,3.129999936,10223.54015,50,64,national representative,25.12333333,88.89805556,3266.306823
3503,2.629999936,7063.527416,50,64,national representative,25.14,88.90138889,2685.751935
3504,2.349999964,10842.8041,50,64,national representative,25.1375,88.91277778,4613.959262
3505,2.549999952,10077.73489,50,64,national representative,25.15277778,88.92361111,3952.052971
3506,4.319999933,13311.82159,50,64,national representative,25.14805556,88.91888889,3081.440231
3507,4.049999952,12465.22838,50,64,national representative,25.14833333,88.91472222,3077.834203
3508,2.899999946,7568.148991,50,64,national representative,25.14666667,88.89888889,2609.706597
3509,1.859999955,15450.14243,50,64,national representative,25.17083333,88.91027778,8306.528392
3510,3.559999943,25383.54787,50,64,national representative,25.17083333,88.92194444,7130.210191
3511,3.359999955,10322.50958,50,64,national representative,24.92583333,88.90694444,3072.175513
3512,3.060000002,14214.80208,50,64,national representative,25.17194444,88.89888889,4645.360153
3513,3.349999964,17273.35689,50,64,national representative,25.15833333,88.88944444,5156.225992
3514,4.079999954,11019.89375,50,64,national representative,25.16083333,88.87277778,2700.954381
3515,3.680000007,16773.39602,50,64,national representative,25.16833333,88.87083333,4557.98804
3516,3.379999936,22717.91841,50,64,national representative,25.16972222,88.85305556,6721.277763
3517,11.94999981,55167.26171,50,64,national representative,25.16222222,88.84777778,4616.50733
3518,5.199999928,14233.57222,50,64,national representative,25.16416667,88.86138889,2737.225464
3519,2.679999948,9931.511097,50,64,national representative,25.15944444,88.86888889,3705.787795
3520,3.109999955,5004.253382,50,64,national representative,25.14805556,88.87194444,1609.084712
3521,3.659999967,15636.34472,50,64,national representative,25.02333333,88.64277778,4272.225372
3522,2.579999983,16628.20233,50,64,national representative,25.02777778,88.64722222,6445.039706
3523,3.949999958,24258.58671,50,64,national representative,25.02083333,88.66472222,6141.414421
3524,2.160000026,8279.17593,50,64,national representative,25.01111111,88.66083333,3832.951773
3525,2.170000017,5530.927102,50,64,national representative,25.01277778,88.65777778,2548.814313
3526,2.779999971,4889.282062,50,64,national representative,25.00777778,88.65361111,1758.734573
3527,2.949999958,7059.101797,50,64,national representative,25.01305556,88.65305556,2392.915897
3528,3.349999964,11212.51229,50,64,national representative,25.00916667,88.65222222,3347.01863
3529,2.809999943,7506.898528,50,64,national representative,25.01472222,88.62777778,2671.494192
3530,3.849999905,14847.80963,50,64,national representative,25.00666667,88.61833333,3856.574025
3531,2.339999944,4922.246898,50,64,national representative,24.97027778,88.62777778,2103.524366
3532,5.179999948,9369.781686,50,64,national representative,24.97638889,88.65,1808.838182
3533,3.229999959,6148.78568,50,64,national representative,24.9775,88.66083333,1903.648841
3534,2.580000013,6177.341854,50,64,national representative,24.98333333,88.655,2394.318536
3535,3.869999945,8265.069057,50,64,national representative,24.98444444,88.65944444,2135.676789
3536,4.369999945,8751.749911,50,64,national representative,24.98472222,88.66222222,2002.688792
3537,2.609999955,7005.057153,50,64,national representative,24.96944444,88.66055556,2683.92999
3538,2.429999948,6897.811336,50,64,national representative,24.98361111,88.66472222,2838.605549
3539,2.97999993,6732.946626,50,64,national representative,24.97583333,88.66638889,2259.378116
3540,3.059999943,6452.285107,50,64,national representative,24.98194444,88.66833333,2108.589944
3541,3.099999964,9690.804263,50,64,national representative,24.80833333,88.99361111,3126.065927
3542,3.039999962,35591.21795,50,64,national representative,24.80055556,89.00222222,11707.63763
3543,1.290000021,7118.9122,50,64,national representative,24.81694444,89.00722222,5518.536497
3544,4.549999952,11028.98291,50,64,national representative,24.81944444,89.01,2423.952314
3545,4.23999989,13638.31888,50,64,national representative,24.81777778,88.99888889,3216.584725
3546,1.859999955,6898.523066,50,64,national representative,24.82777778,89.00472222,3708.883459
3547,4.859999955,11176.70299,50,64,national representative,24.82416667,89.00972222,2299.733147
3548,2.879999936,5418.631737,50,64,national representative,24.83777778,89.00916667,1881.469395
3549,3.079999983,16748.63677,50,64,national representative,24.85333333,88.99638889,5437.86911
3550,2.539999962,12235.79745,50,64,national representative,24.86694444,89.01277778,4817.243162
3551,4.99999994,10546.49665,50,64,national representative,24.87722222,89.01555556,2109.299355
3552,2.429999948,6066.532337,50,64,national representative,24.84055556,88.99361111,2496.515419
3553,3.519999951,6644.455946,50,64,national representative,24.84527778,88.99805556,1887.629556
3554,3.539999932,5325.750144,50,64,national representative,24.85055556,89.00361111,1504.449222
3555,3.310000002,8243.427217,50,64,national representative,24.86111111,89.00277778,2490.461393
3556,3.059999943,19364.05314,50,64,national representative,24.88833333,89.01027778,6328.122058
3557,3.329999924,26881.97132,50,64,national representative,24.90777778,88.99638889,8072.664245
3558,2.819999963,9789.212972,50,64,national representative,24.90583333,89.00388889,3471.352163
3559,3.549999982,8691.75966,50,64,national representative,24.91138889,89.00277778,2448.383015
3560,3.779999942,15757.2927,50,64,national representative,24.90972222,89.00972222,4168.596018
3561,2.639999986,11755.97441,40,65,national representative,23.24305556,89.84416667,4453.020634
3562,2.399999976,9720.194793,40,65,national representative,23.18388889,89.84777778,4050.081204
3563,2.810000002,14742.52182,40,65,national representative,23.20333333,89.95611111,5246.44904
3564,1.719999969,14656.35381,40,65,national representative,23.25638889,89.87055556,8521.136091
3565,3.139999986,22350.80931,40,65,national representative,23.17944444,89.84472222,7118.09217
3566,3.389999986,8732.954547,40,65,national representative,23.14333333,89.82638889,2576.092798
3567,1.859999955,4155.338205,40,65,national representative,23.15333333,89.79083333,2234.052853
3568,5.029999971,21486.40372,40,65,national representative,23.17666667,89.755,4271.650863
3569,5.020000011,7320.753331,40,65,national representative,23.19777778,89.74027778,1458.317393
3570,4.759999961,13709.11556,40,65,national representative,23.22222222,89.97138889,2880.066317
3571,2.779999942,7396.999417,40,65,national representative,23.14361111,89.81333333,2660.791213
3572,4.689999968,8367.173753,40,65,national representative,23.1625,89.78388889,1784.045589
3573,3.24000001,36975.99661,40,65,national representative,23.17194444,89.76333333,11412.3446
3574,6.309999943,28368.69004,40,65,national representative,23.19055556,89.97333333,4495.830475
3575,2.099999964,6853.237985,40,65,national representative,23.17194444,89.77,3263.446715
3576,3.259999961,12063.64173,40,65,national representative,23.15388889,89.76333333,3700.503643
3577,1.640000015,24264.70641,40,65,national representative,23.13388889,89.75305556,14795.55255
3578,3.579999924,13114.34797,40,65,national representative,23.11666667,89.75861111,3663.225767
3579,4.359999925,26453.92781,40,65,national representative,23.15666667,89.77388889,6067.414741
3580,2.800000012,23805.35702,40,65,national representative,23.1175,89.75527778,8501.913183
3581,2.74999994,18562.24522,40,65,national representative,23.35666667,89.5175,6749.907498
3582,3.809999973,7519.860083,40,65,national representative,23.33861111,89.54027778,1973.716571
3583,2.099999964,6542.363908,40,65,national representative,23.34833333,89.54722222,3115.411438
3584,3.639999956,9403.074206,40,65,national representative,23.34888889,89.56277778,2583.262176
3585,3.699999928,8964.809447,40,65,national representative,23.37888889,89.49777778,2422.921519
3586,1.50999999,8728.943871,40,65,national representative,23.36583333,89.50444444,5780.757567
3587,3.139999926,9841.726595,40,65,national representative,23.35888889,89.52805556,3134.307907
3588,3.749999911,13245.86217,40,65,national representative,23.38388889,89.45638889,3532.229995
3589,2.539999962,7485.907871,40,65,national representative,23.38027778,89.45972222,2947.207868
3590,2.069999993,4749.273787,40,65,national representative,23.44111111,89.45805556,2294.335171
3591,1.529999971,6540.802457,40,65,national representative,23.40611111,89.46027778,4275.034366
3592,3.169999957,8456.395181,40,65,national representative,23.41416667,89.4675,2667.632585
3593,2.379999995,7381.655522,40,65,national representative,23.42333333,89.45166667,3101.53594
3594,4.349999934,8276.394707,40,65,national representative,23.39944444,89.63361111,1902.619501
3595,2.669999987,6973.53187,40,65,national representative,23.40861111,89.64638889,2611.809702
3596,4.079999983,6096.27764,40,65,national representative,23.39166667,89.66944444,1494.185702
3597,2.120000005,4700.786674,40,65,national representative,23.40833333,89.68166667,2217.3522
3598,2.889999926,8641.11743,40,65,national representative,23.39472222,89.64527778,2990.006108
3599,1.639999986,4028.843406,40,65,national representative,23.41972222,89.67055556,2456.611854
3600,2.439999938,15184.612,40,65,national representative,23.42777778,89.69861111,6223.201796
3601,1.290000021,10087.78636,30,67,national representative,24.01083333,90.80027778,7819.989297
3602,1.859999955,6584.655097,30,67,national representative,24.00472222,90.82444444,3540.137235
3603,2.529999971,7360.404432,30,67,national representative,24.03416667,90.82416667,2909.250796
3604,3.74999994,27457.0077,30,67,national representative,24.04416667,90.81944444,7321.868837
3605,1.849999964,20440.82498,30,67,national representative,24.00333333,90.83666667,11049.0948
3606,5.509999871,16146.29657,30,67,national representative,24.03083333,90.83333333,2930.362422
3607,3.23999995,8071.549689,30,67,national representative,23.82472222,90.71027778,2491.219078
3608,2.539999962,13109.18848,30,67,national representative,23.80833333,90.63611111,5161.097903
3609,3.789999962,11019.81148,30,67,national representative,23.80944444,90.86027778,2907.602003
3610,2.439999938,8712.903484,30,67,national representative,23.80944444,90.85,3570.862174
3611,3.059999973,9396.827657,30,67,national representative,23.79388889,90.85055556,3070.858739
3612,3.179999948,13915.62393,30,67,national representative,23.81111111,90.86555556,4375.98244
3613,3.049999952,9664.62822,30,67,national representative,23.81194444,90.85416667,3168.730613
3614,3.289999962,12625.32163,30,67,national representative,23.79333333,90.83194444,3837.483824
3615,4.579999924,31937.36033,30,67,national representative,23.83027778,90.71277778,6973.222895
3616,4.190000057,16190.14123,30,67,national representative,23.83222222,90.76138889,3863.995467
3617,1.649999976,3777.729571,30,67,national representative,23.83333333,90.73083333,2289.533107
