a01,aeu,totexp_m,div,district,hh_type,lat1,long1,totexp_m_pc
1550,2.919999957,5638.552974,55,32,national representative,25.5425,89.65638889,1931.011321
1551,4.159999907,16763.74787,55,32,national representative,25.55805556,89.68222222,4029.747175
1552,3.189999938,9447.030507,55,32,national representative,25.55222222,89.68166667,2961.451627
1553,3.029999971,6098.042921,55,32,national representative,25.53805556,89.65805556,2012.555438
1554,2.730000019,4123.807958,55,32,national representative,25.5575,89.45,1510.552355
1555,3.289999992,5019.195666,55,32,national representative,25.50222222,89.45388889,1525.591392
1556,4.149999917,6160.965002,55,32,national representative,25.47527778,89.4975,1484.56991
1557,3.139999986,17958.62952,55,32,national representative,25.525,89.62194444,5719.30879
1558,3.609999925,6231.942904,55,32,national representative,25.52805556,89.61361111,1726.300009
1559,3.129999936,8837.366712,55,32,national representative,25.30833333,89.46055556,2823.439902
1560,2.039999992,1808.807787,55,32,national representative,25.32083333,89.56888889,886.6704873
1561,4.439999968,13852.72918,55,32,national representative,25.58083333,89.43722222,3119.984073
1562,2.929999948,6201.511779,55,32,national representative,25.53888889,89.64833333,2116.556959
1563,2.319999963,12860.35149,55,32,national representative,25.57416667,89.4975,5543.255042
1564,1.50999999,7602.095366,55,32,national representative,25.50944444,89.56444444,5034.500274
1565,2.789999962,3417.089052,55,32,national representative,25.57333333,89.50833333,1224.763118
1566,3.599999964,5382.697326,55,32,national representative,25.71083333,89.52777778,1495.193717
1567,1.890000015,10002.46182,55,32,national representative,25.56305556,89.51666667,5292.307799
1568,3.839999944,10295.61722,55,32,national representative,25.56666667,89.46444444,2681.150357
1569,4.129999906,4418.244449,55,32,national representative,25.56083333,89.52972222,1069.792869
1570,2.319999963,8072.934776,55,32,national representative,25.56694444,89.50111111,3479.713321
1571,1.560000002,2556.879524,55,32,national representative,25.55694444,89.46416667,1639.025333
1572,3.509999961,5248.396659,55,32,national representative,25.43888889,89.54083333,1495.26972
1573,2.899999976,12317.92324,55,32,national representative,25.49861111,89.55861111,4247.559772
1574,0.610000014,1595.656453,55,32,national representative,25.49416667,89.59611111,2615.830189
1575,2.709999979,5951.084258,55,32,national representative,25.56027778,89.52194444,2195.972068
1576,3.819999933,6300.401823,55,32,national representative,25.54722222,89.55666667,1649.319878
1577,3.090000033,5561.682082,55,32,national representative,25.54166667,89.56694444,1799.897095
1578,3.49999994,9553.181849,55,32,national representative,25.50888889,89.57666667,2729.480575
1579,2.319999993,2961.857251,55,32,national representative,25.5475,89.57055556,1276.662612
1580,2.829999983,4266.335117,55,32,national representative,25.5575,89.52694444,1507.53892
1581,0.829999983,2907.74951,55,32,national representative,25.68166667,89.67027778,3503.312733
1582,4.24999994,9468.540345,55,32,national representative,25.67138889,89.66222222,2227.891877
1583,3.939999998,6448.529955,55,32,national representative,25.66472222,89.6925,1636.682731
1584,3.569999993,9511.099804,55,32,national representative,25.64611111,89.71361111,2664.17362
1585,3.139999926,6177.327223,55,32,national representative,25.67416667,89.67361111,1967.30171
1586,5.419999957,11318.25726,55,32,national representative,25.65888889,89.7025,2088.239364
1587,4.229999959,9650.138638,55,32,national representative,25.69666667,89.64027778,2281.356674
1588,3.539999932,7540.591762,55,32,national representative,25.68583333,89.7325,2130.110708
1589,2.269999951,3110.076929,55,32,national representative,25.64,89.72861111,1370.077972
1590,5.869999915,8581.235603,55,32,national representative,25.63,89.7575,1461.880022
1591,3.219999969,5565.302759,55,32,national representative,25.63027778,89.77055556,1728.354911
1592,1.849999964,3829.10206,55,32,national representative,25.69916667,89.69194444,2069.784937
1593,1.849999964,3718.602705,55,32,national representative,25.67805556,89.68333333,2010.055555
1594,2.679999977,3865.850376,55,32,national representative,25.66222222,89.68694444,1442.481496
1595,2.309999973,6623.367103,55,32,national representative,25.6825,89.69333333,2867.25852
1596,2.329999954,5650.142041,55,32,national representative,25.61527778,89.79194444,2424.953714
1597,0.610000014,2368.810613,55,32,national representative,25.63305556,89.73305556,3883.295995
1598,0.610000014,1838.888457,55,32,national representative,25.6825,89.69861111,3014.57117
1599,0.610000014,1862.021897,55,32,national representative,NA,NA,3052.494842
1600,2.669999957,9663.957964,55,32,national representative,25.68833333,89.71166667,3619.45997
1601,1.859999955,10428.23862,30,33,national representative,24.16083333,90.42777778,5606.58004
1602,2.679999948,9663.800199,30,33,national representative,24.15583333,90.42861111,3605.895667
1603,2.919999987,7547.99844,30,33,national representative,24.155,90.42722222,2584.930984
1604,3.069999993,11318.27443,30,33,national representative,24.14194444,90.42277778,3686.734352
1605,3.199999928,10425.35531,30,33,national representative,24.1375,90.42944444,3257.923608
1606,2.74999994,10418.24035,30,33,national representative,24.14,90.42305556,3788.451119
1607,2.289999962,9325.445178,30,33,national representative,24.13944444,90.42388889,4072.24687
1608,3.359999955,12617.4716,30,33,national representative,24.14472222,90.40722222,3755.199933
1609,3.679999948,21168.80325,30,33,national representative,24.14333333,90.42277778,5752.392269
1610,3.929999948,15664.38419,30,33,national representative,24.14638889,90.39666667,3985.848446
1611,2.529999942,5036.834397,30,33,national representative,24.14138889,90.40944444,1990.843681
1612,4.519999921,11517.22437,30,33,national representative,24.14166667,90.41805556,2548.058534
1613,4.98999992,14650.52518,30,33,national representative,24.14083333,90.41583333,2935.977037
1614,3.569999933,17371.19667,30,33,national representative,24.13666667,90.41638889,4865.88151
1615,2.74999994,8380.289343,30,33,national representative,24.17416667,90.41472222,3047.378009
1616,1.849999964,4913.244338,30,33,national representative,24.17972222,90.42277778,2655.807802
1617,3.169999957,15285.93611,30,33,national representative,24.22666667,90.40888889,4822.061929
1618,3.269999981,17292.31126,30,33,national representative,24.23472222,90.41916667,5288.168613
1619,2.889999926,9017.513246,30,33,national representative,24.2375,90.43805556,3120.246878
1620,2.099999964,16407.25799,30,33,national representative,24.235,90.42916667,7812.980128
1621,2.339999974,7845.399429,30,33,national representative,24.24888889,90.6425,3352.734836
1622,3.079999983,13630.09703,30,33,national representative,24.24888889,90.61444444,4425.356203
1623,3.709999919,9969.741066,30,33,national representative,24.24388889,90.63555556,2687.261802
1624,2.189999998,13627.90587,30,33,national representative,24.235,90.6325,6222.788077
1625,4.98999989,12996.01129,30,33,national representative,24.23194444,90.62055556,2604.411137
1626,1.849999964,9552.335888,30,33,national representative,24.24055556,90.64,5163.424904
1627,1.319999993,11626.55712,30,33,national representative,24.20527778,90.665,8807.997866
1628,3.159999996,7357.55859,30,33,national representative,24.20194444,90.68472222,2328.341329
1629,1.859999955,6883.785145,30,33,national representative,24.17972222,90.67861111,3700.959846
1630,1.859999955,7494.680593,30,33,national representative,24.17722222,90.66388889,4029.398266
1631,2.769999981,12092.60104,30,33,national representative,24.17166667,90.65694444,4365.559974
1632,3.119999945,5075.118788,30,33,national representative,24.1875,90.7075,1626.640666
1633,1.659999967,5123.325984,30,33,national representative,24.19027778,90.70611111,3086.341016
1634,2.889999926,6544.448001,30,33,national representative,24.17111111,90.70777778,2264.514937
1635,2.429999948,8878.706548,30,33,national representative,24.17444444,90.76888889,3653.788782
1636,3.199999988,7415.284103,30,33,national representative,24.11944444,90.74777778,2317.276291
1637,1.50999999,8685.750241,30,33,national representative,24.1875,90.76444444,5752.152514
1638,1.50999999,7260.693973,30,33,national representative,24.12194444,90.75694444,4808.406635
1639,2.779999942,9963.12062,30,33,national representative,24.17611111,90.76944444,3583.856414
1640,3.719999969,9424.953398,30,33,national representative,24.18361111,90.77972222,2533.589644
1641,3.689999938,9710.155982,30,33,national representative,24.40361111,90.70055556,2631.47863
1642,2.98999995,8961.660801,30,33,national representative,24.38916667,90.69,2997.211021
1643,2.919999957,10450.89265,30,33,national representative,24.24111111,90.71972222,3579.072878
1644,3.209999919,9919.773382,30,33,national representative,24.48277778,90.69583333,3090.27216
1645,1.859999955,3518.809506,30,33,national representative,24.49305556,90.74666667,1891.833114
1646,2.279999971,8548.792097,30,33,national representative,24.47222222,90.69333333,3749.470265
1647,1.290000021,5665.752571,30,33,national representative,24.46277778,90.68555556,4392.056183
1648,3.409999967,26117.4058,30,33,national representative,24.47,90.65916667,7659.063358
1649,4.289999962,15884.09475,30,33,national representative,24.45527778,90.71638889,3702.586222
1650,2.779999971,11890.08495,30,33,national representative,24.45361111,90.73638889,4277.00902
1651,3.049999952,11409.37136,30,33,national representative,24.27833333,90.71805556,3740.777554
1652,3.849999964,16692.28451,30,33,national representative,24.28222222,90.69638889,4335.658355
1653,2.339999974,9764.108722,30,33,national representative,24.26638889,90.70944444,4172.696082
1654,2.98999995,10068.42198,30,33,national representative,24.25527778,90.6925,3367.365268
1655,1.859999955,5104.77101,30,33,national representative,24.46555556,90.65611111,2744.50061
1656,1.290000021,4375.454487,30,33,national representative,24.47944444,90.65305556,3391.825127
1657,2.409999967,6890.33051,30,33,national representative,24.45222222,90.61666667,2859.058343
1658,2.089999974,6192.573665,30,33,national representative,24.43277778,90.62861111,2962.953944
1659,2.009999961,8724.00663,30,33,national representative,24.43361111,90.65194444,4340.301891
1660,3.789999932,11812.97395,30,33,national representative,24.44444444,90.66861111,3116.879725
1661,2.679999948,5989.798747,30,33,national representative,24.35555556,90.59333333,2234.999576
1662,2.120000005,9691.123192,30,33,national representative,24.34916667,90.575,4571.284514
1663,5.769999862,21842.76669,30,33,national representative,24.37305556,90.57583333,3785.574906
1664,1.529999971,8724.104233,30,33,national representative,24.37361111,90.61722222,5702.029017
1665,0.610000014,2892.078763,30,33,national representative,24.34333333,90.56361111,4741.112615
1666,2.339999944,19531.73638,30,33,national representative,24.36972222,90.61388889,8346.896089
1667,2.98999998,8648.236727,30,33,national representative,24.38611111,90.63277778,2892.386885
1668,4.120000005,18567.09534,30,33,national representative,24.38888889,90.64083333,4506.576533
1669,3.849999964,10356.41888,30,33,national representative,24.38416667,90.60361111,2689.978955
1670,1.960000008,13461.00288,30,33,national representative,24.42638889,90.60222222,6867.858585
1671,2.949999958,8457.58935,30,33,national representative,24.43277778,90.64527778,2866.979481
1672,3.889999926,20144.55363,30,33,national representative,24.40944444,90.57888889,5178.548591
1673,4.639999926,15392.57286,30,33,national representative,24.41972222,90.63611111,3317.364893
1674,2.589999974,10592.35772,30,33,national representative,24.41583333,90.66388889,4089.713447
1675,3.709999919,10961.60467,30,33,national representative,24.43222222,90.62638889,2954.610488
1676,1.50999999,7113.870348,30,33,national representative,24.43972222,90.6625,4711.172446
1677,4.019999981,24578.74638,30,33,national representative,24.46861111,90.65333333,6114.116043
1678,1.849999964,6614.636407,30,33,national representative,24.38138889,90.68944444,3575.479208
1679,4.529999912,13507.68582,30,33,national representative,24.37416667,90.67972222,2981.829158
1680,2.73999995,8352.133761,30,33,national representative,24.37861111,90.64944444,3048.224056
1681,1.319999993,3619.511791,30,35,national representative,23.22194444,89.90888889,2742.054402
1682,0.829999983,6440.929771,30,35,national representative,23.20388889,89.90361111,7760.156506
1683,3.73999995,7841.511111,30,35,national representative,23.21638889,89.86416667,2096.660753
1684,3.779999912,27273.76453,30,35,national representative,23.21111111,89.83916667,7215.281791
1685,2.869999945,9484.353783,30,35,national representative,23.24138889,89.85694444,3304.652949
1686,1.969999999,17505.59153,30,35,national representative,23.16694444,89.85361111,8886.087078
1687,2.799999952,10767.60103,30,35,national representative,23.16305556,89.85555556,3845.571861
1688,1.959999979,11368.87016,30,35,national representative,23.19416667,89.90083333,5800.444025
1689,3.359999955,23816.00046,30,35,national representative,23.15861111,89.88527778,7088.095471
1690,3.73999998,16308.64821,30,35,national representative,23.40111111,89.86833333,4360.60115
1691,5.109999895,17354.52153,30,35,national representative,23.39583333,89.8675,3396.188236
1692,3.339999944,27162.11908,30,35,national representative,23.38666667,89.87027778,8132.371117
1693,2.539999962,9900.250157,30,35,national representative,23.19722222,89.86694444,3897.736341
1694,3.389999986,12742.73922,30,35,national representative,23.36194444,89.86527778,3758.920141
1695,2.140000045,3975.725447,30,35,national representative,23.33694444,89.87777778,1857.81559
1696,2.469999969,10725.96661,30,35,national representative,23.32472222,89.9075,4342.496657
1697,2.639999986,6971.159123,30,35,national representative,23.31805556,89.87861111,2640.590591
1698,4.019999981,13705.165,30,35,national representative,23.32861111,89.86833333,3409.24504
1699,4.039999992,9948.126752,30,35,national representative,23.32222222,89.86472222,2462.407617
1700,5.559999913,25637.82904,30,35,national representative,23.30694444,89.85416667,4611.120403
1701,1.290000021,9528.391754,30,35,national representative,23.23805556,90.06611111,7386.350074
1702,4.309999973,24788.73614,30,35,national representative,23.25166667,90.07194444,5751.446937
1703,2.199999988,12518.01058,30,35,national representative,23.2475,90.08694444,5690.004839
1704,2.679999948,15478.85015,30,35,national representative,23.23666667,90.10555556,5775.690469
1705,3.809999943,29182.63101,30,35,national representative,23.2525,90.13583333,7659.48332
1706,2.099999964,9785.742458,30,35,national representative,23.23527778,90.15388889,4659.87744
1707,2.039999962,14028.84803,30,35,national representative,23.00416667,90.13388889,6876.88642
1708,4.529999912,15290.81769,30,35,national representative,23.25277778,90.12416667,3375.456508
1709,1.899999976,7377.381389,30,35,national representative,23.25444444,90.115,3882.832359
1710,3.589999914,13265.61522,30,35,national representative,23.0075,90.12694444,3695.15753
1711,4.849999934,30276.03873,30,35,national representative,23.00527778,90.11972222,6242.482297
1712,1.719999969,8185.81689,30,35,national representative,23.01138889,90.10361111,4759.195952
1713,2.839999974,8982.743798,30,35,national representative,23.2575,90.10416667,3162.937986
1714,3.079999924,21862.53044,30,35,national representative,23.03,90.135,7098.224344
1715,3.079999924,15012.01737,30,35,national representative,23.01361111,90.13472222,4874.031735
1716,3.129999936,6571.751005,30,35,national representative,23.01166667,90.1475,2099.601003
1717,4.74999994,16148.56167,30,35,national representative,23.01777778,90.14527778,3399.697236
1718,2.050000012,11478.26983,30,35,national representative,23.06361111,90.12972222,5599.15598
1719,1.290000021,3431.492714,30,35,national representative,23.02638889,90.22361111,2660.071827
1720,2.429999948,11064.94829,30,35,national representative,23.03138889,90.21305556,4553.476761
1721,2.98999995,10443.70884,30,35,national representative,23.47722222,89.85638889,3492.879269
1722,2.899999976,11573.25783,30,35,national representative,23.47,89.82861111,3990.778595
1723,1.469999969,3775.66475,30,35,national representative,23.46972222,89.82916667,2568.479476
1724,4.689999938,6841.808731,30,35,national representative,23.45861111,90.05944444,1458.807851
1725,2.269999951,3951.515055,30,35,national representative,23.45361111,90.04388889,1740.755568
1726,1.219999999,3754.041596,30,35,national representative,23.44722222,90.04305556,3077.083278
1727,2.339999974,7767.393896,30,35,national representative,23.44777778,90.03472222,3319.399138
1728,3.889999986,27862.81889,30,35,national representative,23.42694444,90.01888889,7162.678404
1729,3.669999987,19537.80752,30,35,national representative,23.42916667,90,5323.653294
1730,3.23999995,8649.240597,30,35,national representative,23.43277778,89.99777778,2669.518744
1731,3.969999969,23623.75873,30,35,national representative,23.40722222,89.95305556,5950.568996
1732,3.179999948,19431.51799,30,35,national representative,23.44333333,90.02333333,6110.54035
1733,2.170000017,10256.4756,30,35,national representative,23.45861111,90.02944444,4726.486416
1734,2.459999979,4041.122531,30,35,national representative,23.45833333,90.0375,1642.73275
1735,2.649999976,6501.044075,30,35,national representative,23.47416667,90.03472222,2453.224201
1736,3.74999994,8800.213308,30,35,national representative,23.48055556,90.04638889,2346.723586
1737,2.539999962,6699.698556,30,35,national representative,23.48527778,90.03944444,2637.676637
1738,4.49999997,9637.52119,30,35,national representative,23.49527778,90.03583333,2141.67139
1739,3.50999999,10983.66437,30,35,national representative,23.51,90.02361111,3129.249117
1740,0.610000014,11576.64417,30,35,national representative,23.51972222,90.01638889,18978.10474
1741,4.349999964,8414.733793,60,36,national representative,24.72666667,91.48388889,1934.421578
1742,3.689999998,8938.25513,60,36,national representative,24.72722222,91.48472222,2422.291365
1743,4.009999931,11119.04518,60,36,national representative,24.7275,91.48611111,2772.82927
1744,2.429999948,5787.834261,60,36,national representative,24.72805556,91.48638889,2381.82485
1745,1.849999964,8345.844835,60,36,national representative,24.72694444,91.48861111,4511.267565
1746,1.649999976,3912.748545,60,36,national representative,24.72694444,91.48861111,2371.362789
1747,3.219999969,8007.622019,60,36,national representative,24.72527778,91.48666667,2486.83916
1748,1.849999964,5651.635463,60,36,national representative,24.72472222,91.48333333,3054.938147
1749,2.559999943,5561.458707,60,36,national representative,24.72416667,91.48055556,2172.444856
1750,1.50999999,4662.394231,60,36,national representative,24.72166667,91.47666667,3087.678318
1751,1.969999969,2787.190426,60,36,national representative,24.72166667,91.47611111,1414.817498
1752,4.559999943,21500.82717,60,36,national representative,24.71916667,91.47166667,4715.093738
1753,2.479999989,5716.207636,60,36,national representative,24.72305556,91.48027778,2304.922444
1754,3.279999971,11085.48947,60,36,national representative,24.71722222,91.47083333,3379.722427
1755,2.459999979,7616.696628,60,36,national representative,24.71555556,91.465,3096.218168
1756,3.049999952,7561.798817,60,36,national representative,24.71388889,91.46166667,2479.278339
1757,4.039999962,9235.533386,60,36,national representative,24.71194444,91.455,2286.023137
1758,2.050000012,4151.925453,60,36,national representative,24.71361111,91.46055556,2025.329477
1759,1.560000002,5494.94569,60,36,national representative,24.71444444,91.46472222,3522.401078
1760,3.159999967,8101.061121,60,36,national representative,24.71416667,91.46472222,2563.626964
1761,2.309999973,5818.368241,60,36,national representative,24.44027778,91.79194444,2518.77416
1762,3.809999973,6131.457817,60,36,national representative,24.42083333,91.78277778,1609.306525
1763,1.469999969,3607.817427,60,36,national representative,24.42222222,91.78388889,2454.297621
1764,4.619999886,10433.21258,60,36,national representative,24.44694444,91.79416667,2258.271177
1765,3.059999943,7389.444024,60,36,national representative,24.4525,91.74527778,2414.851033
1766,0.829999983,3555.311497,60,36,national representative,24.4525,91.74527778,4283.507914
1767,2.589999974,4513.69567,60,36,national representative,24.43944444,91.76944444,1742.739659
1768,4.319999933,12593.42148,60,36,national representative,24.43,91.77611111,2915.143906
1769,1.649999976,3931.582312,60,36,national representative,24.44416667,91.73361111,2382.777193
1770,2.449999988,5342.65039,60,36,national representative,24.45083333,91.71305556,2180.673639
1771,3.479999959,9585.389714,60,36,national representative,24.45166667,91.74222222,2754.422364
1772,2.139999986,6916.172727,60,36,national representative,24.44361111,91.72305556,3231.856436
1773,4.659999907,19028.72156,60,36,national representative,24.43027778,91.73583333,4083.416725
1774,3.929999977,10683.23424,60,36,national representative,24.44888889,91.73666667,2718.38023
1775,10.29999992,36803.01522,60,36,national representative,24.45777778,91.71444444,3573.1083
1776,0.829999983,3401.079661,60,36,national representative,24.44361111,91.72305556,4097.686421
1777,2.349999964,10224.99223,60,36,national representative,24.42694444,91.78833333,4351.060591
1778,4.110000014,9348.195746,60,36,national representative,24.43555556,91.71583333,2274.500173
1779,2.019999981,6847.789672,60,36,national representative,24.45861111,91.71,3389.994919
1780,1.469999969,6500.750949,60,36,national representative,24.45944444,91.70888889,4422.279651
1781,2.789999992,25345.14786,60,36,national representative,24.62277778,91.67361111,9084.282416
1782,4.98999989,25111.19588,60,36,national representative,24.60194444,91.43333333,5032.303894
1783,4.569999933,11435.85525,60,36,national representative,24.61916667,91.45166667,2502.375365
1784,2.929999948,6454.926872,60,36,national representative,24.62027778,91.46194444,2203.046754
1785,2.099999964,8135.857628,60,36,national representative,24.62722222,91.46916667,3874.217984
1786,7.469999939,14462.65407,60,36,national representative,24.62555556,91.47444444,1936.098284
1787,1.859999955,5611.599414,60,36,national representative,24.61416667,91.48055556,3016.989006
1788,2.559999973,4110.996561,60,36,national representative,24.60444444,91.47333333,1605.858049
1789,5.549999952,19816.24375,60,36,national representative,24.61138889,91.43361111,3570.494399
1790,4.679999918,9319.895613,60,36,national representative,24.58583333,91.44305556,1991.430722
1791,6.929999918,10678.38016,60,36,national representative,24.59222222,91.47666667,1540.891817
1792,0.610000014,1679.056425,60,36,national representative,24.58777778,91.48861111,2752.551452
1793,1.859999955,10254.66527,60,36,national representative,24.58861111,91.49277778,5513.261033
1794,2.279999971,9002.320032,60,36,national representative,24.58277778,91.48416667,3948.386029
1795,4.999999911,7661.331945,60,36,national representative,24.57833333,91.46861111,1532.266416
1796,4.899999976,11995.91518,60,36,national representative,24.57777778,91.47444444,2448.145968
1797,3.569999933,7914.350381,60,36,national representative,24.56694444,91.46805556,2216.90491
1798,6.639999926,25519.19584,60,36,national representative,24.57166667,91.48416667,3843.252429
1799,2.049999952,5750.801587,60,36,national representative,24.56138889,91.48472222,2805.269132
1800,4.829999983,24734.82232,60,36,national representative,24.57388889,91.43777778,5121.081243
1801,2.639999986,14556.15456,60,36,national representative,24.31416667,91.61027778,5513.694938
1802,0.829999983,12980.66747,60,36,national representative,24.29694444,91.61888889,15639.35871
1803,3.449999928,6100.473995,60,36,national representative,24.30861111,91.64694444,1768.253369
1804,2.629999936,7997.587867,60,36,national representative,24.30555556,91.65166667,3040.908009
1805,5.099999964,14476.79835,60,36,national representative,24.29777778,91.66361111,2838.587933
1806,3.129999936,8851.409301,60,36,national representative,24.30111111,91.66722222,2827.926352
1807,2.169999957,4323.919335,60,36,national representative,24.29388889,91.65833333,1992.589595
1808,3.119999945,11373.23536,60,36,national representative,24.28138889,91.66277778,3645.267806
1809,3.279999942,20386.81845,60,36,national representative,24.28777778,91.67222222,6215.493542
1810,5.899999946,23632.84252,60,36,national representative,24.28888889,91.665,4005.566566
1811,4.329999924,13451.49682,60,36,national representative,24.27666667,91.66666667,3106.581306
1812,5.089999914,9087.87492,60,36,national representative,24.2725,91.69527778,1785.437146
1813,5.009999931,8788.169333,60,36,national representative,24.27194444,91.69055556,1754.12564
1814,2.370000005,11127.06977,60,36,national representative,24.27694444,91.70388889,4694.966138
1815,3.869999975,16738.85793,60,36,national representative,24.29388889,91.68138889,4325.286315
1816,3.089999914,10238.71621,60,36,national representative,24.2925,91.68583333,3313.500483
1817,3.339999974,15319.49634,60,36,national representative,24.29027778,91.69916667,4586.675586
1818,5.669999957,18561.88789,60,36,national representative,24.29194444,91.68527778,3273.701593
1819,1.319999993,5721.590182,60,36,national representative,24.27694444,91.70388889,4334.53804
1820,4.49000001,17324.57055,60,36,national representative,24.26916667,91.70611111,3858.478956
1821,4.899999976,24254.83775,60,36,national representative,24.50611111,91.70055556,4949.966912
1822,3.959999949,29935.56392,60,36,national representative,24.48555556,91.69916667,7559.485937
1823,4.299999952,11759.14641,60,36,national representative,24.48194444,91.7,2734.685242
1824,2.799999982,8538.524856,60,36,national representative,24.47638889,91.69944444,3049.473182
1825,1.180000007,4283.464287,60,36,national representative,24.48583333,91.67333333,3630.054458
1826,1.849999964,7274.613986,60,36,national representative,24.47388889,91.68194444,3932.223852
1827,1.550000012,6847.679688,60,36,national representative,24.47333333,91.68222222,4417.85783
1828,3.769999981,9330.657039,60,36,national representative,24.46833333,91.68361111,2474.975354
1829,5.199999958,11775.51119,60,36,national representative,24.45222222,91.69777778,2264.521401
1830,3.939999938,8170.940728,60,36,national representative,24.45777778,91.69777778,2073.842857
1831,2.920000017,17943.64202,60,36,national representative,24.41611111,91.71277778,6145.08285
1832,4.839999914,32273.98285,60,36,national representative,24.40777778,91.71555556,6668.178393
1833,5.149999917,19155.80597,60,36,national representative,24.41666667,91.71833333,3719.574035
1834,4.23999998,12389.42504,60,36,national representative,24.42277778,91.7175,2922.034222
1835,5.359999955,11404.79418,60,36,national representative,24.47277778,91.73944444,2127.760126
1836,4.889999926,11963.029,60,36,national representative,24.48111111,91.73611111,2446.427236
1837,1.729999989,4613.378069,60,36,national representative,24.47861111,91.79055556,2666.692542
1838,4.420000017,14935.09252,60,36,national representative,24.4825,91.71722222,3378.980196
1839,3.589999914,11495.62831,60,36,national representative,24.47861111,91.71805556,3202.124955
1840,4.469999969,9674.039496,60,36,national representative,24.50861111,91.75611111,2164.214667
1841,3.189999998,5199.567189,60,36,national representative,24.57,91.64194444,1629.958368
1842,5.299999952,10905.6435,60,36,national representative,24.55194444,91.65027778,2057.668603
1843,6.709999859,13995.34916,60,36,national representative,24.53027778,91.65944444,2085.745075
1844,3.349999934,6597.871076,60,36,national representative,24.5775,91.65277778,1969.513793
1845,5.549999982,14238.46469,60,36,national representative,24.56777778,91.66055556,2565.489142
1846,4.839999974,22000.08076,60,36,national representative,24.56861111,91.41,4545.471255
1847,3.529999912,7653.346371,60,36,national representative,24.5725,91.40166667,2168.086845
1848,3.99999994,6706.406325,60,36,national representative,24.57694444,91.40861111,1676.601606
1849,1.859999955,5392.029774,60,36,national representative,24.58166667,91.40861111,2898.940809
1850,3.559999943,8465.978158,60,36,national representative,24.58138889,91.40194444,2378.083791
1851,4.569999903,6771.912202,60,36,national representative,24.59138889,91.6575,1481.818894
1852,3.949999988,7103.010465,60,36,national representative,24.59055556,91.65444444,1798.230503
1853,4.799999982,9205.138409,60,36,national representative,24.58888889,91.65027778,1917.737176
1854,1.639999986,7636.331823,60,36,national representative,24.59777778,91.6525,4656.299933
1855,5.380000025,12264.29103,60,36,national representative,24.60027778,91.65583333,2279.607988
1856,5.570000023,25793.79766,60,36,national representative,24.58,91.41305556,4630.843368
1857,2.309999973,10434.73671,60,36,national representative,24.60444444,91.41,4517.202094
1858,2.769999981,10760.31978,60,36,national representative,24.58777778,91.41138889,3884.592006
1859,2.49999994,11171.15503,60,36,national representative,24.58361111,91.41111111,4468.462117
1860,4.129999906,11302.96171,60,36,national representative,24.58416667,91.65638889,2736.794665
1861,5.839999914,21044.93033,60,36,national representative,24.36083333,91.60694444,3603.584014
1862,0.829999983,7076.596921,60,36,national representative,24.35777778,91.59138889,8526.020559
1863,2.179999977,16235.52826,60,36,national representative,24.35694444,91.58138889,7447.490104
1864,3.169999957,13665.75849,60,36,national representative,24.34138889,91.58138889,4310.96488
1865,4.349999934,12963.85877,60,36,national representative,24.36638889,91.59305556,2980.197462
1866,4.919999957,17160.50147,60,36,national representative,24.37361111,91.59972222,3487.906833
1867,3.779999971,13638.30172,60,36,national representative,24.39527778,91.60583333,3608.016355
1868,2.559999943,15561.44326,60,36,national representative,24.39916667,91.59638889,6078.68891
1869,1.859999955,8419.732854,60,36,national representative,24.43583333,91.53694444,4526.738204
1870,1.849999964,11970.10523,60,36,national representative,24.42694444,91.58666667,6470.327274
1871,4.349999934,12454.69549,60,36,national representative,24.42833333,91.59416667,2863.148432
1872,4.5,13141.31339,60,36,national representative,24.42944444,91.61388889,2920.291865
1873,6.369999886,37107.82878,60,36,national representative,24.4375,91.61388889,5825.404936
1874,4.269999951,25124.64077,60,36,national representative,24.415,91.6225,5883.99088
1875,3.799999952,30023.10396,60,36,national representative,24.41833333,91.37638889,7900.81693
1876,7.329999924,54378.67361,60,36,national representative,24.41777778,91.39916667,7418.645863
1877,2.349999964,9067.015322,60,36,national representative,24.45166667,91.41833333,3858.304451
1878,3.99999994,25119.27894,60,36,national representative,24.44083333,91.43861111,6279.819829
1879,4.840000033,12762.28051,60,36,national representative,24.44055556,91.42527778,2636.834798
1880,2.75999999,10822.14011,60,36,national representative,24.42777778,91.42416667,3921.06527
1881,4.769999892,56970.61325,60,36,national representative,24.355,91.43333333,11943.52506
1882,1.859999955,15584.34931,60,36,national representative,24.35694444,91.43388889,8378.682629
1883,5.2299999,20056.65361,60,36,national representative,24.37444444,91.38444444,3834.924281
1884,3.049999952,9948.574111,60,36,national representative,24.38027778,91.41111111,3261.827628
1885,3.49999994,21661.66453,60,36,national representative,24.37694444,91.44194444,6189.047113
1886,2.870000005,24684.67259,60,36,national representative,24.37861111,91.43333333,8600.9312
1887,2.560000002,11414.36366,60,36,national representative,24.37472222,91.39138889,4458.735801
1888,2.589999974,7419.903807,60,36,national representative,24.37444444,91.38444444,2864.827754
1889,3.939999998,21154.10845,60,36,national representative,24.34583333,91.43805556,5369.063063
1890,3.029999912,18267.0015,60,36,national representative,24.34277778,91.42638889,6028.713541
1891,3.349999964,21049.70701,60,36,national representative,24.35972222,91.41611111,6283.494696
1892,4.119999945,14616.74921,60,36,national representative,24.34916667,91.42055556,3547.754709
