a01,aeu,totexp_m,hh_type,div,District,lat1,long1,totexp_m_pc
841,3.199999928,3011.279753,3,20,15,22.25333333,92.23083333,941.0249438
842,2.24999997,1961.468262,3,20,15,22.26138889,92.18222222,871.7636834
843,3.079999983,3726.25,3,20,15,22.27305556,92.23972222,1209.821435
844,4.73999995,3288.789688,3,20,15,22.27861111,92.24138889,693.8374943
845.1,2.559999973,2411.565491,3,20,15,22.25333333,92.18916667,942.0177799
845.2,2.929999948,3782.84226,3,20,15,22.25333333,92.18916667,1291.072467
846,3.759999931,4320.869099,3,20,15,22.24222222,92.18166667,1149.167335
847,2.699999988,2540.297623,3,20,15,22.28166667,92.24583333,940.8509755
848,3.899999946,3280.595314,3,20,15,22.28138889,92.24527778,841.1782972
849,5.639999956,5025.699409,3,20,15,22.25555556,92.15055556,891.0814626
850,3.339999914,3022.767883,3,20,15,22.25277778,92.16472222,905.0203476
851,3.379999936,3536.488094,3,20,15,22.25722222,92.17444444,1046.298273
852,4.459999919,4436.375122,3,20,15,22.27861111,92.23361111,994.7029602
853,3.609999955,4795.297668,3,20,15,22.275,92.23333333,1328.337321
854,NA,0,3,20,15,22.275,92.21861111,NA
855,4.099999964,5093.357208,3,20,15,22.27416667,92.20555556,1242.282257
856,4.759999931,6954.424469,3,20,15,22.22805556,92.16444444,1461.013565
857,3.639999926,4045.714191,3,20,15,22.24972222,92.17444444,1111.459965
858,3.619999945,3180.904724,3,20,15,22.26027778,92.19277778,878.7029758
859,3.709999919,3189.672638,3,20,15,22.26638889,92.1925,859.750056
860,7.199999899,5804.140218,3,20,15,22.26583333,92.20583333,806.1305972
861,2.679999948,3700.853092,2,40,18,23.81583333,89.01166667,1380.91536
862,2.529999942,2246.473212,2,40,18,23.81083333,89.01805556,887.9340965
863,2.599999964,4840.833168,2,40,18,23.80555556,89.03083333,1861.858936
864,3.589999974,3262.309566,2,40,18,23.81361111,89.02638889,908.7213344
865,2.519999981,3524.138794,2,40,18,23.82555556,89.03805556,1398.467786
866,NA,0,2,40,18,23.7875,89.0475,NA
867,4.869999886,4127.787687,2,40,18,23.78666667,89.07361111,847.5950276
868,2.629999936,2050.158762,2,40,18,23.78194444,89.07944444,779.5280653
869,2.439999938,2711.746059,2,40,18,23.78833333,89.0875,1111.371364
870,2.889999926,3282.668613,2,40,18,23.78416667,89.06138889,1135.871522
871,1.50999999,2328.392914,2,40,18,23.77694444,89.07277778,1541.982072
872,2.419999957,2105.461384,2,40,18,23.76833333,89.08,870.0253806
873,2.349999964,2044.077393,2,40,18,23.7625,89.09944444,869.8201803
874,3.949999958,2528.249975,2,40,18,23.77055556,89.11305556,640.0632916
875,3.209999919,3779.625088,2,40,18,23.76666667,89.13805556,1177.453328
876,4.419999897,3459.95823,2,40,18,23.76111111,89.16333333,782.7959978
877,2.949999988,2516.577362,2,40,18,23.77888889,89.09277778,853.0770753
878,3.629999995,4949.333229,2,40,18,23.76444444,89.12527778,1363.452682
879,3.49999994,4010.208355,2,40,18,23.76027778,89.14555556,1145.773835
880,3.479999959,3949.583332,2,40,18,23.77027778,89.10333333,1134.937752
881,2.429999948,2744.365093,2,40,18,23.55861111,89.03611111,1129.368376
882,6.929999918,6049.541809,2,40,18,23.56611111,89.03666667,872.9497664
883,2.339999974,2029.940517,2,40,18,23.57416667,89.0475,867.4959573
884,2.709999979,2684.285721,2,40,18,23.55888889,89.04277778,990.5113439
885,NA,0,2,40,18,23.56666667,89.05083333,NA
886,2.339999974,3769.940481,2,40,18,23.56777778,89.055,1611.085694
887,3.919999957,4244.148756,2,40,18,23.54916667,89.06722222,1082.691021
888,1.639999986,2071.904793,2,40,18,23.56777778,89.06222222,1263.356592
889,0.829999983,1767.142868,2,40,18,23.58166667,89.06055556,2129.087836
890,2.679999948,3509.920593,2,40,18,23.58638889,89.08277778,1309.671889
891,5.939999938,6152.358419,2,40,18,23.56444444,89.06472222,1035.750586
892,3.779999971,4333.999996,2,40,18,23.56222222,89.07472222,1146.560854
893,2.919999957,5028.812496,2,40,18,23.57222222,89.07083333,1722.196086
894,3.359999955,2589.136917,2,40,18,23.56972222,89.06972222,770.5764738
895,2.579999983,2139.365088,2,40,18,23.58888889,89.09194444,829.2112796
896.1,2.140000045,2109.265858,2,40,18,23.5875,88.84166667,985.6382304
896.2,2.099999964,2196.52774,2,40,18,23.64861111,88.83861111,1045.965609
897,4.73999992,6710.039734,2,40,18,23.60333333,88.83666667,1415.620221
898,2.889999986,3911.220284,2,40,18,23.60305556,89.07972222,1353.363427
899,5.019999981,5244.702313,2,40,18,23.60638889,89.06916667,1044.761421
900,NA,0,2,40,18,23.61638889,89.07388889,NA
901,3.310000002,4827.785616,3,20,19,23.55138889,91.05194444,1458.545502
902,2.290000021,1790.922585,3,20,19,23.53472222,91.02722222,782.0622567
903,3.479999959,2941.428604,3,20,19,23.53222222,91.01722222,845.2381145
904,2.389999986,5468.333374,3,20,19,23.55,91.03111111,2288.00561
905,NA,0,3,20,19,23.5575,90.02305556,NA
906,4.179999918,3597.668484,3,20,19,23.54833333,91.03222222,860.6862571
907,4.069999933,4460.678665,3,20,19,23.53138889,91.02583333,1095.989862
908,NA,0,3,20,19,23.53222222,90.25888889,NA
909,1.439999998,1532.916702,3,20,19,23.53694444,91.09527778,1064.525489
910,3.139999926,1967.053585,3,20,19,23.53194444,91.25888889,626.4502011
911,3.219999939,3796.41666,3,20,19,23.53861111,91.25888889,1179.011407
912,3.98999995,3906.166794,3,20,19,23.54388889,91.26138889,978.9891837
913,3.789999962,4386.871346,3,20,19,23.53805556,91.27111111,1157.485855
914,3.529999971,2240.452431,3,20,19,23.50333333,91.25555556,634.689079
915.1,2.949999958,2629.880951,3,20,19,23.52388889,91.24083333,891.4850807
915.2,2.209999979,1867.1031,3,20,19,23.52388889,91.24083333,844.8430398
916,3.659999967,2942.273838,3,20,19,23.50972222,91.23027778,803.8999631
917,3.119999975,1777.482178,3,20,19,23.42916667,91.14916667,569.7058308
918,3.389999986,2159.89588,3,20,19,23.46083333,91.15638889,637.1374303
919,3.25,4030.940292,3,20,19,23.47166667,91.20944444,1240.289321
920,4.169999957,4237.043655,3,20,19,23.47416667,91.21305556,1016.077626
921,4.069999933,10643.86897,3,20,19,23.59277778,91.12111111,2615.201263
922,1.48999998,1273.928612,3,20,19,23.5975,91.11972222,854.9856571
923,2.479999989,2386.875008,3,20,19,23.6025,91.35722222,962.449604
924,6.379999936,4177.604294,3,20,19,23.57805556,91.33527778,654.7969179
925,2.889999926,3563.938679,3,20,19,23.59472222,91.34972222,1233.196806
926,3.609999955,4106.636982,3,20,19,23.58361111,91.37277778,1137.572585
927,4.139999956,2981.111206,3,20,19,23.58361111,91.37277778,720.0751782
928,2.459999949,2054.062458,3,20,19,23.58027778,91.32361111,834.9847564
929,1.859999955,4051.339287,3,20,19,23.58416667,91.35305556,2178.139455
930,4.109999925,1703.720255,3,20,19,23.58472222,91.35444444,414.5304832
931,3.409999967,8396.651794,3,20,19,23.59388889,91.33833333,2462.361254
932,3.049999952,4205.386894,3,20,19,23.58111111,91.35527778,1378.815397
933,5.949999958,4042.847252,3,20,19,23.60555556,91.36305556,679.4701311
934,3.860000014,3717.85714,3,20,19,23.59138889,91.34083333,963.1754212
935,3.909999967,4449.547768,3,20,19,23.60666667,91.34666667,1137.991766
936,2.74999994,1819.31543,3,20,19,23.61666667,91.36861111,661.5692615
937,2.469999969,2921.527885,3,20,19,23.61555556,91.39055556,1182.804827
938,2.909999937,2236.875,3,20,19,23.61555556,91.20777778,768.6855837
939,NA,0,3,20,19,23.61083333,91.37416667,NA
940,3.759999931,2381.672653,3,20,19,23.61611111,91.36944444,633.4235896
941,2.339999974,1714.66267,3,20,19,23.16305556,91.44416667,732.7618331
942,2.689999968,1999.107141,3,20,19,23.15888889,91.425,743.162515
943,3.049999952,6734.851254,3,20,19,23.16583333,91.41833333,2208.147986
944,2.089999974,2243.849197,3,20,19,23.15111111,91.4025,1073.61207
945,2.98999995,2498.749939,3,20,19,23.13444444,91.40694444,835.7023347
946,4.219999969,2405.763859,3,20,19,23.15972222,91.39722222,570.0862267
947,0.829999983,2100.11908,3,20,19,23.15472222,91.4625,2530.264002
948,2.829999983,2203.020779,3,20,19,23.09194444,91.45416667,778.4525766
949,2.719999939,2025.20829,3,20,19,23.09472222,91.45611111,744.561888
950,2.289999962,2592.837273,3,20,19,23.09722222,91.46916667,1132.243369
951,3.199999988,3776.294556,3,20,19,23.13583333,91.42055556,1180.092053
952,2.329999983,3704.801665,3,20,19,23.13805556,91.415,1590.043644
953,5.859999925,5182.142967,3,20,19,23.15944444,91.38861111,884.3247498
954,3.319999963,4147.238117,3,20,19,23.14194444,91.38944444,1249.168122
955,5.859999925,8855.268303,3,20,19,23.25888889,91.38083333,1511.137955
956,2.849999964,4695.178604,3,20,19,23.13833333,91.38833333,1647.43111
957,4.359999955,2633.869078,3,20,19,23.13444444,91.37888889,604.0984187
958,3.74999994,3359.428532,3,20,19,23.15194444,91.37472222,895.8476227
959,4.620000005,3735.476236,3,20,19,23.14472222,91.37444444,808.5446391
960,2.889999926,2919.365091,3,20,19,22.13416667,91.37833333,1010.160957
961,2.50999999,2222.976288,3,20,19,23.73916667,90.96222222,885.6479268
962,2.680000007,3102.425543,3,20,19,23.78944444,90.95666667,1157.621468
963,3.819999993,3510.401794,3,20,19,23.79694444,90.95194444,918.953351
964,3.429999948,3856.636776,3,20,19,23.80694444,90.94694444,1124.383917
965,1.50999999,3169.40469,3,20,19,23.77611111,90.97222222,2098.943516
966,2.25999999,6991.225185,3,20,19,23.77694444,90.97888889,3093.462484
967,2.25999999,5013.973125,3,20,19,23.765,90.98944444,2218.572189
968,2.870000005,3554.380936,3,20,19,23.80166667,90.87305556,1238.460254
969,3.069999993,3015.297623,3,20,19,23.8325,90.91722222,982.1816383
970,1.550000012,4707.589195,3,20,19,23.83555556,90.9225,3037.154296
971,2.689999968,1682.648796,3,20,19,23.82333333,90.93111111,625.520006
972,2.519999981,4117.430557,3,20,19,23.77666667,90.85666667,1633.901027
973,NA,0,3,20,19,23.82472222,90.93555556,NA
974,4.629999906,3158.779789,3,20,19,23.82944444,90.94361111,682.2418689
975,3.379999936,2879.970306,3,20,19,23.81694444,90.93722222,852.0622371
976,3.73999995,3880.714333,3,20,19,23.80666667,90.93972222,1037.624167
977,4.039999962,3723.881037,3,20,19,23.80861111,90.94083333,921.7527406
978,2.120000005,2778.328491,3,20,19,23.81388889,90.94083333,1310.532304
979,3.419999957,3657.500017,3,20,19,23.83861111,90.92888889,1069.444463
980,1.859999955,3194.375,3,20,19,23.77444444,90.98111111,1717.405956
981,3.180000007,1862.67857,3,20,19,23.89027778,91.24222222,585.7479766
982,NA,0,3,20,19,23.32444444,91.26222222,NA
983,2.909999937,3063.303553,3,20,19,23.89194444,91.25083333,1052.681656
984,2.019999951,4340.69943,3,20,19,23.86861111,91.26055556,2148.861156
985,2.349999964,4060.277662,3,20,19,23.8675,91.26111111,1727.777755
986,2.689999998,2833.883945,3,20,19,23.85527778,91.26722222,1053.488456
987,3.430000007,5494.479126,3,20,19,23.86666667,91.2575,1601.888955
988,3.329999983,3404.166687,3,20,19,23.86944444,91.20527778,1022.272284
989,2.779999971,4054.955353,3,20,19,23.87444444,91.21388889,1458.617048
990,3.00999999,2541.196533,3,20,19,23.86805556,91.21666667,844.2513426
991,2.120000005,3041.722214,3,20,19,23.67166667,91.01861111,1434.774626
992,4.289999962,2185.416687,3,20,19,23.92333333,91.025,509.4211437
993,3.25,3063.952355,3,20,19,23.66777778,91.02333333,942.7545709
994,3.699999988,8785.42651,3,20,19,23.91333333,91.23472222,2374.439605
995,3.629999936,3094.488071,3,20,19,23.87861111,91.23444444,852.4760679
996,2.609999955,2520.178589,3,20,19,23.89555556,91.23555556,965.585683
997,3.179999948,3500.119059,3,20,19,23.86333333,91.23055556,1100.666389
998,2.130000025,1208.020844,3,20,19,23.85611111,91.22472222,567.1459293
999,5.069999993,5055.178635,3,20,19,23.84666667,91.21611111,997.0766552
1000,1.50999999,2719.285755,3,20,19,23.84527778,91.21694444,1800.851505
1001,3.939999968,3332.996048,3,20,19,23.73416667,90.92805556,845.9380902
1002,3.050000012,2141.381001,3,20,19,23.81361111,90.93277778,702.0921289
1003,2.919999957,3644.07748,3,20,19,23.80277778,90.93333333,1247.971758
1004,2.689999998,3973.556549,3,20,19,23.79555556,90.94166667,1477.15857
1005,3.879999936,2745.976216,3,20,19,23.78666667,90.93833333,707.7258407
1006,1.849999964,2392.916666,3,20,19,23.79916667,90.945,1293.468493
1007.1,2.710000008,4402.797634,3,20,19,23.79666667,90.93888889,1624.648568
1007.2,2.130000025,2181.681515,3,20,19,23.79972222,90.93305556,1024.26361
1008,2.319999993,2660.277809,3,20,19,23.78361111,90.93777778,1146.671473
1009,3.699999928,3464.482124,3,20,19,23.78472222,90.92138889,936.3465382
1010,1.840000004,1888.254002,3,20,19,23.77694444,90.91361111,1026.224999
1011,2.179999948,3168.888916,3,20,19,23.74027778,90.91361111,1453.618804
1012,3.259999931,3310.327358,3,20,19,23.805,90.93388889,1015.437861
1013,8.199999928,8718.409119,3,20,19,23.81138889,90.94361111,1063.220633
1014,1.579999983,1406.160717,3,20,19,23.78194444,90.93138889,889.9751467
1015,1.789999992,7806.220253,3,20,19,23.82,90.94888889,4361.016921
1016,1.800000012,2502.058548,3,20,19,23.77277778,90.91611111,1390.032517
1017,2.589999974,2698.244043,3,20,19,23.77333333,90.92472222,1041.793077
1018,3.289999962,4365.014847,3,20,19,23.76527778,90.92361111,1326.752248
1019,2.639999986,1897.499962,3,20,19,23.82333333,90.94555556,718.7499894
1020,2.829999954,3243.809444,3,20,19,23.77138889,90.93722222,1146.222437
1021,1.859999955,5330.089119,3,20,19,22.65527778,91.15944444,2865.639381
1022,3.859999955,3479.160652,3,20,19,23.65333333,91.18361111,901.3369671
1023,3.73999995,4335.589249,3,20,19,23.64694444,91.195,1159.248478
1024,3.139999986,3044.678616,3,20,19,23.64555556,91.15861111,969.6428756
1025,3.039999962,1984.166672,3,20,19,23.61722222,91.14555556,652.6864134
1026,2.039999962,6316.329254,3,20,19,23.635,91.18222222,3096.239888
1027,2.179999948,3870.297585,3,20,19,23.66333333,91.17194444,1775.365907
1028,2.680000007,2818.005951,3,20,19,23.66472222,91.19083333,1051.494755
1029,4.569999963,5452.926506,3,20,19,23.66333333,91.14638889,1193.200558
1030,3.199999928,3819.30064,3,20,19,23.67805556,91.11555556,1193.531477
1031,2.839999974,2436.875025,3,20,19,23.49833333,91.1925,858.0545941
1032,4.809999943,3237.430542,3,20,19,23.66611111,91.13611111,673.0624907
1033,2.269999981,3257.708263,3,20,19,23.68361111,91.13111111,1435.113784
1034,2.23999995,3880.833298,3,20,19,23.64138889,91.16472222,1732.514904
1035,5.159999877,1797.936544,3,20,19,23.63555556,91.14555556,348.4373231
1036,4.369999945,3733.190247,3,20,19,23.635,91.14777778,854.276955
1037,4.709999919,6343.313425,3,20,19,23.67833333,91.13361111,1346.775697
1038,2.209999979,2540.555528,3,20,19,23.65916667,91.14111111,1149.572648
1039,3.849999934,2763.579239,3,20,19,23.49361111,91.35888889,717.8128015
1040.1,3.809999913,2496.738144,3,20,19,23.67972222,91.12527778,655.3118638
1040.2,2.699999958,3939.077305,3,20,19,23.67972222,91.12527778,1458.917543
1041,3.049999952,5297.470158,3,20,19,23.35527778,91.30444444,1736.875489
1042,2.969999969,2668.913631,3,20,19,23.35222222,91.19388889,898.6241277
1043,3.469999939,3201.964352,3,20,19,23.35166667,91.19194444,922.7563135
1044,3.859999925,2500.470184,3,20,19,23.35527778,91.30444444,647.7902158
1045,5.919999987,5829.122093,3,20,19,23.36888889,91.38861111,984.6490044
1046,3.529999912,6338.839367,3,20,19,23.32833333,91.39361111,1795.705248
1047,2.639999986,1846.919737,3,20,19,23.32888889,91.17416667,699.5908132
1048,2.679999948,2945.892868,3,20,19,23.32222222,91.06583333,1099.213778
1049,2.889999926,3133.611137,3,20,19,23.32583333,91.15638889,1084.294539
1050,2.509999961,3234.464333,3,20,19,23.33944444,91.15555556,1288.631228
1051,2.25999999,2896.726196,3,20,19,23.34111111,91.1675,1281.73726
1052,3.409999967,3353.586231,3,20,19,23.35388889,91.38916667,983.4563824
1053,2.769999981,2943.154797,3,20,19,23.33361111,91.17361111,1062.510764
1054,1.290000021,3294.434483,3,20,19,23.34388889,91.39194444,2553.825138
1055,2.569999993,4521.63694,3,20,19,23.24,91.18138889,1759.39181
1056,3.569999933,3184.136894,3,20,19,23.32972222,91.20416667,891.9151131
1057,4.299999893,3883.476196,3,20,19,23.25805556,91.20944444,903.1340217
1058,0.610000014,1735.535675,3,20,19,23.38305556,91.37083333,2845.140384
1059,2.589999974,4459.583256,3,20,19,23.36638889,91.37083333,1721.846834
1060,NA,0,3,20,19,23.36388889,91.37666667,NA
1061,3.479999959,2438.505991,3,20,19,23.91805556,91.22277778,700.7201205
1062,4.599999994,3566.607063,3,20,19,23.91305556,91.24027778,775.3493626
1063,4.059999943,3175.30957,3,20,19,23.91166667,91.22277778,782.0959643
1064,2.849999994,2797.723114,3,20,19,23.92083333,91.24055556,981.657235
1065,1.859999955,2448.482128,3,20,19,23.93027778,91.25416667,1316.388273
1066,2.229999959,5370.535645,3,20,19,23.92138889,91.24277778,2408.311992
1067,2.629999936,5425.843231,3,20,19,23.92972222,91.24527778,2063.058313
1068,2.209999979,2006.111103,3,20,19,23.84583333,91.21944444,907.7425894
1069,2.679999977,2062.172585,3,20,19,23.85222222,91.22583333,769.4673888
1070,1.889999986,1707.04364,3,20,19,23.8625,91.21666667,903.1977
1071,3.659999967,2714.583248,3,20,19,23.88916667,91.17222222,741.6894188
1072,1.770000011,3148.759853,3,20,19,23.90833333,91.16388889,1778.960358
1073,3.619999975,3420.458252,3,20,19,23.8925,91.15277778,944.8779767
1074,2.209999979,4095.000004,3,20,19,23.96333333,91.23944444,1852.941196
1075,3.559999973,2242.583323,3,20,19,23.96083333,91.25444444,629.9391404
1076,3.159999967,3489.196468,3,20,19,23.93611111,91.24055556,1104.176109
1077,1.859999955,4911.011868,3,20,19,23.92722222,91.18833333,2640.329025
1078,2.200000018,3696.130955,3,20,19,23.95861111,91.18722222,1680.059511
1079,3.159999967,3325.476196,3,20,19,23.96416667,91.19416667,1052.365896
1080,3.879999936,3181.624947,3,20,19,23.93805556,91.17194444,820.0064431
1081,4.199999958,3946.944458,3,20,19,23.96472222,91.19916667,939.7486898
1082,4.569999993,3000.704369,3,20,19,24.00083333,90.9675,656.6092721
1083,4.669999957,2745.79364,3,20,19,23.99694444,91.18361111,587.9643823
1084,1.379999995,2316.547646,3,20,19,23.99305556,91.16944444,1678.65772
1085,2.789999962,2160.8036,3,20,19,24.00083333,90.96722222,774.4815878
1086,3.059999943,2129.09523,3,20,19,24.00138889,90.96666667,695.7827679
1087,3.389999926,4703.154778,3,20,19,24.00333333,91.02777778,1387.361322
1088,2.139999986,7944.612778,3,20,19,23.9975,91.00555556,3712.435902
1089,3.049999923,2935.309563,3,20,19,23.96277778,91.17583333,962.3966024
1090,2.229999959,5753.670631,3,20,19,23.96444444,91.18583333,2580.121406
1091,4.319999933,3693.381004,3,20,19,23.97222222,91.18527778,854.9493198
1092,1.859999955,2281.279724,3,20,19,23.92611111,91.15527778,1226.494505
1093.1,0.610000014,6759.762054,3,20,19,23.95222222,91.19527778,11081.57688
1093.2,2.589999974,2882.083324,3,20,19,23.95222222,91.19444444,1112.773496
1094,3.779999912,2609.404724,3,20,19,23.95555556,91.19583333,690.3187262
1095,2.769999981,2599.434448,3,20,19,23.96861111,91.20527778,938.423995
1096,3.649999946,2555.999954,3,20,19,23.99388889,91.18361111,700.2739704
1097,5.459999949,3352.737946,3,20,19,23.94944444,91.97083333,614.0545745
1098,2.589999974,2605.615131,3,20,19,23.94888889,90.97055556,1006.029018
1099,3.579999954,3065.404694,3,20,19,24.00305556,91.1875,856.2583054
1100,2.829999983,2725,3,20,19,24.00583333,91.18083333,962.8975322
1101,3.73999995,3945.337158,3,20,22,21.97138889,92.26916667,1054.902998
1102,2.709999979,3254.642872,3,20,22,21.97694444,92.27444444,1200.975239
1103,3.099999934,3444.970238,3,20,22,21.95861111,92.27055556,1111.280745
1104,NA,0,3,20,22,21.96888889,92.28027778,NA
1105,0.829999983,1805.476158,3,20,22,21.97416667,92.26583333,2175.272523
1106,5.049999893,3521.121193,3,20,22,21.95527778,92.26333333,697.2517362
1107,3.099999934,2103.303558,3,20,22,21.96388889,92.26055556,678.4850332
1108,2.329999983,3310.03965,3,20,22,21.96027778,92.26166667,1420.617886
1109,2.529999971,2024.591265,3,20,22,21.98361111,92.25333333,800.2337105
1110,1.50999999,1427.261879,3,20,22,21.96944444,92.26194444,945.2065483
1111,4.039999902,2646.797628,3,20,22,21.9625,92.26083333,655.1479437
1112,4.629999936,4609.484077,3,20,22,21.96472222,92.26166667,995.5689291
1113,1.75,1284.107124,3,20,22,21.955,92.25972222,733.7754996
1114,1.50999999,4134.910686,3,20,22,21.875,92.24916667,2738.351465
1115,2.5,2125.347258,3,20,22,21.98694444,92.26666667,850.138903
1116,NA,0,3,20,22,21.97583333,92.24888889,NA
1117,1.439999998,4119.821487,3,20,22,21.97083333,92.24805556,2860.987149
1118,0.829999983,2899.583292,3,20,22,21.97027778,92.2525,3493.473916
1119,3.419999957,2817.321449,3,20,22,21.99861111,92.25083333,823.7782119
1120,3.23999995,3422.991083,3,20,22,21.97388889,92.24861111,1056.478746
1121,2.759999961,2230.773819,3,20,22,21.63861111,92.11,808.2513952
1122,NA,0,3,20,22,21.66416667,92.12027778,NA
1123,1.409999967,2930.416626,3,20,22,21.61361111,92.125,2078.309713
1124,3.319999993,3865.5,3,20,22,21.66055556,92.13694444,1164.307231
1125,4.029999912,3926.210205,3,20,22,21.62138889,92.12361111,974.2457298
1126,2.519999981,4292.281677,3,20,22,21.62222222,92.10444444,1703.286393
1127,1.879999995,3113.988113,3,20,22,21.54666667,92.13888889,1656.37666
1128,2.839999974,4329.107224,3,20,22,21.56111111,92.18944444,1524.333543
1129,1.439999998,1816.428585,3,20,22,21.58083333,92.13944444,1261.408742
1130,4.859999895,3571.250076,3,20,22,21.54527778,92.13805556,734.8251344
1131,4.869999945,3545.039825,3,20,22,21.56638889,92.19166667,727.9342639
1132,2.360000014,2689.007904,3,20,22,21.59055556,92.19,1139.410122
1133,4.98999989,3732.599243,3,20,22,21.545,92.11333333,748.0158968
1134,1.649999976,5244.821503,3,20,22,21.53416667,92.10305556,3178.679745
1135,3.890000015,4134.464294,3,20,22,21.78333333,92.10555556,1062.844287
1136,2.479999989,1799.047668,3,20,22,21.78888889,92.12194444,725.4224501
1137,5.089999914,3688.09523,3,20,22,21.54527778,92.09666667,724.5766783
1138,1.310000002,1920.982147,3,20,22,21.54888889,92.07333333,1466.398583
1139,3.00999999,1527.946411,3,20,22,21.79277778,92.07388889,507.623394
1140,5.269999921,3801.944439,3,20,22,21.77166667,92.32194444,721.4315931
1141,4.299999952,2843.973267,3,20,22,21.85888889,92.03027778,661.3891391
1142,4.519999921,3104.023773,3,20,22,21.85694444,92.03638889,686.7309352
1143,7.679999858,7053.51181,3,20,22,21.84083333,91.94972222,918.4260339
1144,3.019999951,2018.065437,3,20,22,21.84944444,92.03361111,668.2335993
1145,4.349999905,3848.82151,3,20,22,21.85416667,92.03027778,884.7865735
1146,2.189999998,2042.519844,3,20,22,21.84472222,92.02361111,932.6574641
1147,3.369999945,3198.199432,3,20,22,21.84305556,91.96,949.0206185
1148,5.179999948,5557.916359,3,20,22,21.83694444,91.99361111,1072.956837
1149,3.759999931,3453.095238,3,20,22,21.83416667,92.00166667,918.3764099
1150,1.290000021,4676.011841,3,20,22,21.84055556,92.005,3624.81532
1151,2.309999973,3101.904724,3,20,22,21.82638889,92.00305556,1342.815914
1152,3.349999934,2290.999989,3,20,22,21.6225,91.93083333,683.880607
1153,3.969999909,2329.761932,3,20,22,21.85666667,91.96166667,586.84181
1154,1.669999987,1831.250008,3,20,22,21.76638889,92.08805556,1096.556899
1155,2.669999957,2839.444458,3,20,22,21.83638889,91.97361111,1063.462361
1156,3.389999986,3138.749939,3,20,22,21.84305556,91.99333333,925.8849417
1157,6.589999914,6750.079353,3,20,22,21.84694444,91.99694444,1024.291266
1158,1.849999964,1760.214325,3,20,22,21.84166667,91.98694444,951.4672211
1159,3.979999959,6681.150812,3,20,22,21.84833333,91.97305556,1678.681126
1160,2.339999974,2974.662598,3,20,22,21.83777778,91.99305556,1271.223347
1161,3.749999911,3857.5,3,20,22,20.95138889,92.53166667,1028.666691
1162,3.969999939,3710.972229,3,20,22,20.9575,92.51777778,934.7537244
1163,2.039999962,2608.035807,3,20,22,20.96305556,92.52055556,1278.448949
1164,3.309999943,2001,3,20,22,20.95611111,92.51638889,604.5317325
1165,2.589999944,1824.598145,3,20,22,20.95444444,92.51944444,704.4780633
1166,2.979999959,4494.166686,3,20,22,20.95611111,92.51,1508.109647
1167,1.909999996,4016.944336,3,20,22,20.96138889,92.50305556,2103.112222
1168,1.290000021,1821.488098,3,20,22,20.94722222,92.51916667,1412.006254
1169,2.969999939,2760.75001,3,20,22,20.94305556,92.52305556,929.5454768
1170,4.509999961,3402.142937,3,20,22,20.94333333,92.51666667,754.3554249
1171,1.979999959,2717.103271,3,20,22,20.93083333,92.50027778,1372.274408
1172,2.389999986,3454.027771,3,20,22,20.94583333,92.50166667,1445.199913
1173,4.159999967,5754.623016,3,20,22,20.94166667,92.50888889,1383.322852
1174,3.189999968,2446.583344,3,20,22,20.9325,92.50861111,766.9540339
1175,2.049999952,2277.023804,3,20,22,20.95027778,92.47277778,1110.743345
1176,5.23999995,3830.595215,3,20,22,20.94861111,92.46888889,731.0296281
1177,3.49999994,2603.273743,3,20,22,20.91416667,92.47194444,743.7925106
1178,3.100000024,2808.333374,3,20,22,20.9425,92.48444444,905.9139847
1179,4.179999948,3152.380981,3,20,22,20.97694444,92.4775,754.158139
1180,2.5,2430.277781,3,20,22,20.94638889,92.47138889,972.1111122
1181,4.329999924,6020.022243,3,30,26,24.22055556,90.23888889,1390.305393
1182,1.859999955,3188.75,3,30,26,24.23472222,90.22611111,1714.381762
1183,3.109999955,3216.845249,3,30,26,24.235,90.25361111,1034.355401
1184,3.349999964,3972.410675,3,30,26,24.25916667,90.2525,1185.794244
1185,2.669999957,3181.9048,3,30,26,24.02666667,90.24833333,1191.724664
1186,4.449999928,5154.434402,3,30,26,24.03722222,90.245,1158.299884
1187,1.830000013,2447.351158,3,30,26,24.01583333,90.22222222,1337.35035
1188,4.529999912,4177.714268,3,30,26,24.0225,90.21777778,922.2327481
1189,2.769999951,3022.232197,3,30,26,24.03416667,90.23083333,1091.058574
1190,NA,0,3,30,26,24.03916667,90.22027778,NA
1191,1.949999988,1856.557472,3,30,26,24.04194444,90.22055556,952.0807608
1192,4.329999954,3452.68104,3,30,26,24.04138889,90.21611111,797.38593
1193,NA,0,3,30,26,24.05027778,90.23777778,NA
1194,4.659999937,2860.887878,3,30,26,24.04472222,90.25805556,613.9244458
1195,0.829999983,1035.595268,3,30,26,24.075,90.25055556,1247.705168
1196,1.290000021,1638.541672,3,30,26,24.05916667,90.22722222,1270.187321
1197,2.929999948,3851.577362,3,30,26,24.05305556,90.21305556,1314.531546
1198,1.529999971,9852.916706,3,30,26,24.03305556,90.19527778,6439.814961
1199,3.659999937,3391.571388,3,30,26,24.035,90.25944444,926.6588652
1200,2.859999955,3086.27977,3,30,26,24.01694444,90.25805556,1079.118818
1201,1.50999999,3251.071304,3,30,26,24.11555556,90.28972222,2153.027367
1202,3.109999955,3067.637001,3,30,26,24.13111111,90.27305556,986.3784713
