a01,aeu,totexp_m,hh_type,div,District,lat1,long1,totexp_m_pc
3979,1.849999964,1701.011864,3,30,72,24.96916667,90.91388889,919.46589
3980,2.049999952,1994.127097,3,30,72,25.00527778,90.82138889,972.7449481
3981,4.870000005,4263.630798,3,30,72,24.95361111,90.88611111,875.4888694
3982,2.620000005,2024.002975,3,30,72,24.9475,90.88555556,772.5202182
3983,3.48999998,3954.047615,3,30,72,24.91388889,90.88444444,1132.964939
3984,6.789999843,4862.121933,3,30,72,24.87944444,90.69,716.0709935
3985,5.839999914,4182.976202,3,30,72,24.88111111,90.68944444,716.2630588
3986,4.639999926,3935.845245,3,30,72,24.86833333,90.66722222,848.2425233
3987,2.810000002,2603.020782,3,30,72,25.12222222,90.66638889,926.3419147
3988,3.829999954,3439.097301,3,30,72,25.12055556,90.88305556,897.9366429
3989,0.829999983,662.3809586,3,30,72,25.10611111,90.88833333,798.0493637
3990,3.160000086,6076.619045,3,30,72,25.10833333,90.90222222,1922.980658
3991,3.049999952,2802.083176,3,30,72,25.09861111,90.65972222,918.7158097
3992,3.690000057,3722.777611,3,30,72,25.07333333,90.66833333,1008.882806
3993,5.389999866,5178.333313,3,30,72,25.08527778,90.88194444,960.7297665
3994,2.869999945,2252.366089,3,30,72,25.08833333,90.9025,784.7965616
3995,3.609999955,3395.142715,3,30,72,25.09027778,90.90388889,940.4827585
3996,1.859999955,2986.428421,3,30,72,25.07861111,90.66194444,1605.606717
3997,4.309999973,4412.615093,3,30,72,25.04111111,90.65166667,1023.808613
3998,4.509999961,2929.575233,3,30,72,25.05416667,90.66222222,649.5732282
3999,0.610000014,924.1904716,3,30,72,25.03861111,90.67194444,1515.066311
4000,3.279999971,2757.187332,3,30,72,25.03694444,90.67722222,840.6059013
4001,3.079999924,2927.202435,3,55,73,26.26166667,88.94055556,950.3904244
4002,1.50999999,2791.666744,3,55,73,26.49833333,88.94972222,1848.785935
4003,3.699999928,3817.648849,3,55,73,26.39583333,88.98194444,1031.797006
4004,3.159999967,2268.303532,3,55,73,26.44361111,88.96166667,717.8175809
4005,8.899999946,5968.152752,3,55,73,26.46361111,88.99388889,670.5789649
4006,1.839999974,2053.253876,3,55,73,26.48083333,89.00833333,1115.898861
4007,3.599999964,3565.833324,3,55,73,26.37861111,88.9775,990.5092666
4008,0.829999983,1774.345245,3,55,73,26.4225,88.93833333,2137.765399
4009,3.329999924,3219.154785,3,55,73,26.33138889,88.96861111,966.7131708
4010,2.309999973,2207.033722,3,55,73,26.34083333,88.98722222,955.425865
4011,2.539999962,3387.361115,3,55,73,26.37055556,88.9875,1333.606758
4012,3.839999974,3091.035614,3,55,73,26.30305556,88.95055556,804.9571966
4013,2.839999944,3296.235119,3,55,73,26.25305556,88.95305556,1160.646192
4014,2.839999944,776.6369209,3,55,73,26.3475,88.97222222,273.4637099
4015,3.73999995,2427.535728,3,55,73,26.50222222,88.98166667,649.0737329
4016,2.829999954,3058.005959,3,55,73,26.25416667,89.00222222,1080.567494
4017,3.139999956,3045.624998,3,55,73,26.25,88.99277778,969.9442805
4018,2.559999973,1542.023823,3,55,73,26.42305556,88.97,602.3530622
4019,2.850000024,3592.351135,3,55,73,26.30805556,88.99138889,1260.474072
4020,2.409999967,2325.396822,3,55,73,26.29083333,88.96138889,964.8949602
4021,5.4799999,5445.38678,3,55,73,25.98916667,89.22166667,993.6837371
4022,1.399999976,2128.035645,3,55,73,25.99416667,89.21305556,1520.025486
4023,3.229999959,2097.261911,3,55,73,25.99416667,89.20805556,649.3071015
4024,2.829999983,2328.824429,3,55,73,26.00638889,89.21166667,822.9061634
4025.1,1.849999964,2770.863079,3,55,73,26.00583333,89.21555556,1497.763855
4025.2,2.579999983,2436.134987,3,55,73,26.00583333,89.21555556,944.2383731
4026,1.50999999,1773.958302,3,55,73,25.99694444,89.21666667,1174.80683
4027,4.50999999,4874.206287,3,55,73,26.00611111,89.22694444,1080.755277
4028,2.439999938,3412.470186,3,55,73,25.96361111,89.22583333,1398.553391
4029,3.079999983,3226.45813,3,55,73,25.97944444,89.23055556,1047.551347
4030,4.309999973,2488.234024,3,55,73,25.97527778,89.22527778,577.3164826
4031,3.589999914,2981.071491,3,55,73,25.97388889,89.22,830.3820508
4032,1.290000021,1610.499964,3,55,73,25.9675,89.21333333,1248.449564
4033,4.219999969,2805.545601,3,55,73,25.96,89.21916667,664.8212373
4034,3.699999928,2607.767944,3,55,73,25.97916667,89.23138889,704.8021607
4035,4.139999926,3361.994099,3,55,73,26.00166667,89.23888889,812.0758837
4036,3.73999995,2373.705364,3,55,73,26.00027778,89.22666667,634.6805872
4037.1,3.549999982,3095.047546,3,55,73,26.02611111,89.25388889,871.8443837
4037.2,3.359999955,3645.937584,3,55,73,26.02583333,89.25388889,1085.100486
4038,2.609999955,2699.583291,3,55,73,26.02055556,89.24694444,1034.323118
4039,3.729999959,4270.048859,3,55,73,26.00777778,89.23722222,1144.785229
4040,2.339999944,2639.513878,3,55,73,26.01805556,89.21555556,1127.997411
4041,5.069999933,4280.039694,3,55,73,25.81944444,89.01333333,844.1892998
4042,5.969999909,3732.187502,3,55,73,25.89666667,88.99166667,625.157045
4043.1,0.829999983,2119.404747,3,55,73,25.89166667,88.98972222,2553.499747
4043.2,1.849999964,4823.645782,3,55,73,25.89194444,88.99,2607.376149
4044,4.069999933,2608.916626,3,55,73,25.82611111,89.02777778,641.0114665
4045,3.729999959,3439.369175,3,55,73,25.82777778,89.00944444,922.0828987
4046,4.98999995,3896.418768,3,55,73,25.99527778,89.18805556,780.8454523
4047,2.779999971,3024.880981,3,55,73,25.97333333,89.19138889,1088.086695
4048,3.219999969,1904.511887,3,55,73,25.85861111,88.99416667,591.4633245
4049,3.279999912,2843.059479,3,55,73,25.84166667,88.98888889,866.7864498
4050,1.859999955,2149.136932,3,55,73,25.81555556,89.19555556,1155.449992
4051,3.709999979,3030.166672,3,55,73,25.88305556,89.19555556,816.75652
4052,4.529999971,3419.583332,3,55,73,25.87777778,88.98083333,754.8749125
4053,2.829999983,2156.711315,3,55,73,25.87055556,88.985,762.0888084
4054,3.159999967,1916.354172,3,55,73,25.83083333,88.99277778,606.4412
4055,2.279999971,1971.408707,3,55,73,25.82861111,88.99416667,864.6529524
4056,3.099999964,3099.880878,3,55,73,25.82388889,89.00222222,999.9615852
4057,2.919999957,2346.845219,3,55,73,26.02472222,89.19388889,803.7141278
4058,4.039999962,4237.714348,3,55,73,26.02805556,89.18694444,1048.939205
4059,3.019999951,2507.589357,3,55,73,25.81861111,88.99444444,830.3276152
4060,6.599999905,5521.574097,3,55,73,25.82,88.98138889,836.6021479
4061,3.679999948,4540.321465,3,20,75,23.00694444,91.17583333,1233.783024
4062,NA,0,3,20,75,23.00611111,91.14083333,NA
4063,3.919999957,3972.160736,3,20,75,23.00944444,91.15777778,1013.306321
4064,4.409999907,4353.381027,3,20,75,23.015,91.15722222,987.1612515
4065,0.829999983,2240.580338,3,20,75,23.03388889,91.15305556,2699.494437
4066,3.079999954,3086.636875,3,20,75,23.0275,91.16111111,1002.154845
4067,3.029999971,2589.821459,3,20,75,23.02111111,91.19583333,854.7265621
4068,3.360000014,2785.095201,3,20,75,23.07972222,91.19583333,828.8973776
4069,3.49999994,4179.940475,3,20,75,23.07694444,91.18972222,1194.268728
4070,NA,0,3,20,75,23.04388889,91.20527778,NA
4071,4.039999962,3698.511875,3,20,75,23.0725,91.19,915.4732451
4072,2.110000014,2396.924637,3,20,75,23.03388889,91.15666667,1135.983233
4073,2.889999926,4319.82135,3,20,75,23.04083333,91.15555556,1494.74791
4074,4.169999987,2805.773834,3,20,75,23.03055556,91.15333333,672.8474444
4075,NA,0,3,20,75,23.03083333,91.15861111,NA
4076,4.539999962,5733.484365,3,20,75,23.01166667,91.19166667,1262.882029
4077,4.189999968,1925.386917,3,20,75,23.03833333,91.22138889,459.5195542
4078,6.48999989,4940.23819,3,20,75,22.98166667,91.14472222,761.2077463
4079,2.74999994,2009.345215,3,20,75,23.01833333,91.21722222,730.6710031
4080,NA,0,3,20,75,23.02027778,91.22055556,NA
4081,3.269999921,2359.821468,3,20,75,23.19416667,91.23416667,721.6579588
4082,0.829999983,8767.737938,3,20,75,23.19805556,91.00083333,10563.5399
4083,3.169999957,3832.916748,3,20,75,23.18888889,91.24166667,1209.122019
4084,4.579999924,3166.448402,3,20,75,23.21361111,91.18361111,691.3642915
4085,2.299999952,2671.964211,3,20,75,23.19805556,91.20611111,1161.723594
4086,2.800000012,3108.764893,3,20,75,23.23722222,91.25722222,1110.273171
4087,3.099999964,2968.452408,3,20,75,23.25027778,91.25027778,957.5653039
4088,1.790000021,2244.047585,3,20,75,23.15305556,91.24444444,1253.657853
4089,4.23999995,3663.988136,3,20,75,23.17416667,91.22027778,864.1481556
4090,7.119999886,3109.722126,3,20,75,23.15305556,91.24638889,436.7587326
4091,2.579999983,2455.992043,3,20,75,23.20722222,91.27083333,951.9349064
4092,2.650000006,4340.506027,3,20,75,23.14777778,91.22611111,1637.926799
4093,2.819999993,3195.208344,3,20,75,23.145,91.22722222,1133.052607
4094,2.899999976,1851.428581,3,20,75,23.17527778,91.25055556,638.423654
4095,3.98999995,2299.70237,3,20,75,23.20416667,91.05694444,576.3665159
4096,4.569999963,5164.712311,3,20,75,23.18833333,91.05472222,1130.133994
4097,4.759999931,2395.426636,3,20,75,23.15555556,91.25166667,503.2408972
4098,5.379999936,3472.976196,3,20,75,23.20555556,91.01166667,645.5346167
4099,2.360000014,1700.674541,3,20,75,23.25166667,91.26694444,720.6248013
4100,3.419999987,2864.345219,3,20,75,23.21194444,91.01527778,837.5278449
4101,2.889999926,2444.355164,3,20,75,22.535,91.375,845.7976561
4102,2.099999964,3380.754021,3,20,75,22.5425,91.10444444,1609.882894
4103,1.859999955,2617.857208,3,20,75,22.53833333,91.10111111,1407.450146
4104,1.290000021,2654.910713,3,20,75,22.53194444,91.1525,2058.070286
4105,6.23999989,4474.553581,3,20,75,22.5225,91.19694444,717.075907
4106,4.159999967,3014.484268,3,20,75,22.54055556,91.16777778,724.6356472
4107,5.199999928,3329.880924,3,20,75,22.50416667,91.32666667,640.361725
4108,NA,0,3,20,75,22.50444444,91.32722222,NA
4109,2.24999997,2336.537689,3,20,75,22.51138889,91.335,1038.461209
4110,2.889999986,2530.520828,3,20,75,22.50888889,91.32611111,875.6127477
4111,3.409999967,2815.624969,3,20,75,22.525,91.13888889,825.6964801
4112,2.979999959,2493.645851,3,20,75,22.52027778,91.1475,836.7939212
4113,2.98999998,2209.642838,3,20,75,22.50916667,91.18972222,739.0109875
4114,3.699999958,2476.557541,3,20,75,22.52111111,91.32583333,669.3398835
4115,2.679999948,4236.656776,3,20,75,22.49944444,91.12111111,1580.842112
4116,5.99999994,2590.511902,3,20,75,22.50527778,91.12916667,431.7519879
4117,3.849999994,2303.619064,3,20,75,22.53083333,91.12194444,598.342615
4118,4.599999905,3001.493988,3,20,75,22.53777778,91.11027778,652.4987066
4119,3.479999959,3188.958359,3,20,75,22.54916667,91.11138889,916.3673551
4120,2.189999998,2380.436508,3,20,75,22.53638889,91.12666667,1086.957311
4121,3.699999928,2448.047619,3,20,75,23.13083333,91.35111111,661.6345045
4122,2.569999933,1615.763855,3,20,75,23.10888889,91.33694444,628.7019054
4123,2.809999973,3188.363037,3,20,75,23.11361111,91.33833333,1134.648779
4124,1.649999976,1944.077354,3,20,75,23.13083333,91.35111111,1178.228717
4125,5.769999862,4649.791687,3,20,75,23.13833333,91.29277778,805.8564642
4126,6.129999906,4068.968292,3,20,75,23.13527778,91.29638889,663.7795032
4127,1.50999999,2431.488129,3,20,75,23.0725,91.2875,1610.257049
4128,5.099999905,2841.527777,3,20,75,23.09083333,91.30194444,557.1623196
4129,2.889999926,5097.027588,3,20,75,23.09416667,91.30583333,1763.677411
4130,3.369999945,2031.214302,3,20,75,23.11083333,91.29138889,602.7342241
4131,2.829999983,2081.934471,3,20,75,23.08916667,91.28222222,735.6658952
4132,3.480000019,3658.785629,3,20,75,23.10194444,91.29222222,1051.375175
4133,3.189999938,2110.505938,3,20,75,23.11555556,91.29805556,661.6006202
4134,2.029999971,2246.319412,3,20,75,23.09611111,91.33555556,1106.561302
4135,3.069999933,1740.520823,3,20,75,23.10055556,91.32805556,566.9449057
4136,5.289999992,2726.249863,3,20,75,23.10111111,91.325,515.3591431
4137,2.119999975,3507.896889,3,20,75,23.1175,91.335,1654.668363
4138,4.23999995,3002.678543,3,20,75,23.09083333,91.33361111,708.17891
4139,2.939999998,3247.500038,3,20,75,23.10027778,91.34138889,1104.591851
4140,2.019999981,4830.317459,3,20,75,23.09222222,91.31388889,2391.246289
4141,NA,0,3,20,75,22.95611111,91.10638889,NA
4142,2.25999999,2979.265921,3,20,75,22.9525,91.11305556,1318.259262
4143,4.75999999,3874.583344,3,20,75,22.95333333,91.09666667,813.988099
4144,NA,0,3,20,75,22.96027778,91.11194444,NA
4145,5.049999893,2790.476013,3,20,75,22.97166667,91.0975,552.5695193
4146,1.50999999,2739.851158,3,20,75,23.04472222,91.10055556,1814.470977
4147,2.73999995,3130.372044,3,20,75,23.05083333,91.14583333,1142.47157
4148,4.419999957,4052.797615,3,20,75,23.03361111,91.12666667,916.9225462
4149,3.959999979,4135.613211,3,20,75,23.05,91.12388889,1044.346776
4150,3.719999939,3970.059586,3,20,75,23.0025,91.13111111,1067.220336
4151,4.139999926,3226.597229,3,20,75,23.01583333,91.11916667,779.3713253
4152,3.029999971,1617.708351,3,20,75,22.97611111,91.10666667,533.8971506
4153,4.22999993,2846.87495,3,20,75,23.08527778,91.20555556,673.020094
4154,2.379999995,3036.706406,3,20,75,22.85833333,91.16222222,1275.927064
4155,2.559999973,2344.628009,3,20,75,23.03944444,91.13361111,915.8703258
4156,2.24000001,2568.645838,3,20,75,22.88972222,91.16861111,1146.716887
4157,6.060000002,3450.431461,3,20,75,22.92833333,91.13861111,569.3781287
4158,4.159999967,2174.722229,3,20,75,22.87722222,91.19944444,522.7697708
4159,1.50999999,2375.595242,3,20,75,22.8675,91.20972222,1573.241892
4160,1.469999969,1472.738092,3,20,75,22.87722222,91.20722222,1001.862669
4161,3.129999965,5738.154936,3,50,76,24.06722222,89.77916667,1833.276358
4162.1,2.889999926,3481.333374,3,50,76,24.08055556,89.78638889,1204.613655
4162.2,1.25,1410.208309,3,50,76,24.08055556,89.78638889,1128.166647
4163,2.889999926,2430.456416,3,50,76,24.06472222,89.78611111,840.9884006
4164.1,1.290000021,2806.25,3,50,76,24.04861111,89.78805556,2175.387561
4164.2,2.589999974,2374.107098,3,50,76,24.04861111,89.78805556,916.6436763
4165,5.139999926,1725.486115,3,50,76,24.08388889,89.78638889,335.6976925
4166,3.709999919,4033.333252,3,50,76,24.09277778,89.79555556,1087.151844
4167,1.50999999,2475.982167,3,50,76,24.10722222,89.79611111,1639.7233
4168,1.290000021,2663.279873,3,50,76,24.11555556,89.81166667,2064.558007
4169,3.269999921,2164.583241,3,50,76,24.12027778,89.81333333,661.9520775
4170,NA,0,3,50,76,24.12388889,89.81027778,NA
4171,4.719999969,3337.916595,3,50,76,24.12694444,89.80166667,707.185724
4172,1.290000021,2724.583435,3,50,76,24.10333333,89.81805556,2112.080147
4173,3.029999912,2681.532761,3,50,76,24.10583333,89.8075,884.9943362
4174,4.859999955,5689.970062,3,50,76,24.13472222,89.79138889,1170.775744
4175,3.139999926,2865.572854,3,50,76,24.1,89.75694444,912.6028412
4176,2.74999994,2481.091309,3,50,76,24.09138889,89.77583333,902.2150409
4177,2.799999923,2822.410782,3,50,76,24.09583333,89.77722222,1008.003879
4178.1,2.98999995,2028.757446,3,50,76,24.10222222,89.7625,678.5142074
4178.2,0.829999983,1140.156204,3,50,76,24.10555556,89.76194444,1373.682201
4179,3.039999962,2482.723138,3,50,76,24.10972222,89.77444444,816.685253
4180,2.759999961,1806.250088,3,50,76,24.12222222,89.78194444,654.4384469
4181,2.869999945,1386.547638,3,50,76,24.23694444,89.26222222,483.1176531
4182,2.629999936,3455.763916,3,50,76,24.23333333,89.29833333,1313.978707
4183,3.769999951,2437.208298,3,50,76,24.22916667,89.33138889,646.4743579
4184,3.160000026,3217.291668,3,50,76,24.20361111,89.34194444,1018.130266
4185.1,1.859999955,1700.833282,3,50,76,24.25555556,89.18722222,914.4265182
4185.2,0.75,1593.035728,3,50,76,24.25555556,89.18722222,2124.047638
4185.3,0.75,2371.666656,3,50,76,24.25555556,89.18722222,3162.222209
4186,2.909999937,2997.708332,3,50,76,24.22888889,89.20416667,1030.140343
4187,2.759999961,2128.139931,3,50,76,24.22305556,89.20277778,771.0652033
4188,2.169999957,2131.329376,3,50,76,24.24972222,89.29361111,982.1794555
4189,1.50999999,3379.583292,3,50,76,24.02583333,89.17111111,2238.134645
4190,1.50999999,2692.833252,3,50,76,24.28444444,89.1775,1783.333291
4191,1.859999955,2429.37495,3,50,76,24.26472222,89.17277778,1306.115597
4192,2.359999985,1859.047684,3,50,76,24.24361111,89.20638889,787.7320745
4193,5.199999899,3443.015867,3,50,76,24.26694444,89.16444444,662.1184489
4194,1.799999982,2311.428576,3,50,76,24.23083333,89.21027778,1284.126999
4195,2.469999969,1658.883911,3,50,76,24.27944444,89.91166667,671.6129279
4196.1,3.449999928,3561.93437,3,50,76,24.28833333,89.19083333,1032.444766
4196.2,1.23999998,2075.708334,3,50,76,24.28833333,89.19083333,1673.958362
4197,2.169999957,5056.755798,3,50,76,24.26361111,89.16194444,2330.302257
4198,5.279999942,5922.343426,3,50,76,24.24555556,89.25222222,1121.655964
4199,2.339999974,1777.559479,3,50,76,24.24416667,89.28777778,759.6408114
4200,3.019999981,4182.500042,3,50,76,24.21277778,89.33722222,1384.933797
4201.1,1.859999955,2488.67562,3,50,76,24.17888889,89.28805556,1337.997678
4201.2,2.74999994,2935.074425,3,50,76,24.17888889,89.28805556,1067.299814
4202,3.379999936,2117.410721,3,50,76,24.18611111,89.27472222,626.4528879
4203,1.290000021,1604.107175,3,50,76,24.18833333,89.27444444,1243.493913
4204,1.949999988,2077.638885,3,50,76,24.2025,89.27611111,1065.455845
4205,3.359999955,3109.285706,3,50,76,24.19916667,89.28666667,925.3826629
4206,2.959999979,4941.875118,3,50,76,24.24972222,89.27194444,1669.552417
4207,5.219999909,3797.271812,3,50,76,24.23722222,89.28666667,727.44672
4208,4.579999924,3576.345276,3,50,76,24.27083333,89.30583333,780.861427
4209,2.889999926,5463.567463,3,50,76,24.12583333,89.29166667,1890.507821
4210,2.269999951,2477.18503,3,50,76,24.13194444,89.28666667,1091.270962
4211,2.329999954,2373.058044,3,50,76,24.13722222,89.28166667,1018.479868
4212,3.49999994,3111.488083,3,50,76,24.14972222,89.28833333,888.9966102
4213,2.559999943,3338.138916,3,50,76,24.15194444,89.29166667,1303.960543
4214,7.959999859,5542.875061,3,50,76,24.14527778,89.29166667,696.3411004
4215,2.429999948,1898.868973,3,50,76,24.15472222,89.30055556,781.4275777
4216,3.339999974,2789.583268,3,50,76,24.27611111,89.27861111,835.2045779
4217,3.619999975,2445.083298,3,50,76,24.14777778,89.27166667,675.4373797
4218,2.360000014,2250.684578,3,50,76,24.26194444,89.30472222,953.6799001
4219,3.139999926,3195.624828,3,50,76,24.26138889,89.29361111,1017.714937
4220,2.559999943,2313.055471,3,50,76,24.25861111,89.29555556,903.5373137
4221,2.769999981,1626.666662,3,50,76,24.06527778,89.58555556,587.2442864
4222,4.73999995,2713.472221,3,50,76,24.085,89.57305556,572.4625
4223,2.959999949,3099.955399,3,50,76,24.08305556,89.56361111,1047.282247
4224,3.629999995,2174.333286,3,50,76,24.0925,89.5675,598.9898868
4225.1,2.889999926,3037.857178,3,50,76,24.105,89.58777778,1051.16168
4225.2,2.309999973,1039.722228,3,50,76,24.105,89.58777778,450.096208
4226,3.669999957,3289.666885,3,50,76,24.07805556,89.56194444,896.3670092
4227,2.329999983,4477.043737,3,50,76,24.08444444,89.55694444,1921.478013
4228,2.439999998,4429.194334,3,50,76,24.11055556,89.57694444,1815.243581
4229,3.589999914,2748.357096,3,50,76,24.11527778,89.57472222,765.5590979
4230,3.209999979,2671.532738,3,50,76,24.12527778,89.58138889,832.2531949
4231,3,3734.702393,3,50,76,24.13861111,89.57944444,1244.900798
4232.1,2.559999943,2573.908691,3,50,76,24.13944444,89.56833333,1005.433105
4232.2,2.309999973,1574.543608,3,50,76,24.13944444,89.56833333,681.6206175
4233,1.290000021,2070.714325,3,50,76,24.11555556,89.57638889,1605.204876
4234,3.779999912,4576.711441,3,50,76,24.10555556,89.55888889,1210.770251
4235,1.50999999,1465.059525,3,50,76,24.11166667,89.58277778,970.2381018
4236,3.269999981,4028.779816,3,50,76,24.12444444,89.55527778,1232.042764
4237,5.299999893,4578.392761,3,50,76,24.1225,89.55805556,863.8477083
4238,3.289999962,2602.708282,3,50,76,24.10916667,89.59444444,791.0967516
4239,3.569999933,3847.127879,3,50,76,23.94777778,89.58472222,1077.626877
4240,3.229999959,1870.833317,3,50,76,24.11527778,89.56361111,579.2053685
4241,3.319999993,3316.767853,3,55,77,26.39111111,88.905,999.0264638
4242,1.50999999,3377.797712,3,55,77,26.16861111,88.71722222,2236.952141
4243,2.409999967,1928.392899,3,55,77,26.18055556,88.25972222,800.1630395
4244,NA,0,3,55,77,26.175,88.88222222,NA
4245,5.279999912,4407.49993,3,55,77,26.1925,88.91916667,834.7537886
4246,3.74999994,3617.916748,3,55,77,26.19777778,88.915,964.7778148
4247,3.639999986,3127.035728,3,55,77,26.18138889,88.84916667,859.075753
4248,3.389999956,2785.83334,3,55,77,26.19416667,88.91583333,821.7797569
4249,3.399999976,3118.645752,3,55,77,26.22083333,88.78194444,917.248757
4250,3.369999945,2317.812511,3,55,77,26.23361111,88.71861111,687.7782045
4251,3.719999969,2545.333333,3,55,77,26.1825,88.73527778,684.2293963
4252,3.589999914,4034.583435,3,55,77,26.18444444,88.6875,1123.839424
4253,2.779999942,2920.416668,3,55,77,26.18194444,88.6875,1050.509615
4254,2.859999955,2921.770929,3,55,77,26.18777778,88.95666667,1021.598243
4255,4.289999902,3948.553595,3,55,77,26.13805556,88.89055556,920.4087843
4256,3.709999979,2094.428574,3,55,77,26.26944444,88.88166667,564.5360069
4257,2.439999938,2558.555573,3,55,77,26.19555556,88.87694444,1048.588376
4258,2.429999948,3001.686444,3,55,77,26.19305556,88.69166667,1235.261938
4259,3.139999956,3141.458176,3,55,77,26.17,88.71027778,1000.464401
4260,3.359999955,2672.172539,3,55,77,26.18222222,88.72194444,795.2894568
4261,4.050000012,3296.845264,2,10,78,22.56333333,90.67694444,814.0358654
4262,3.959999979,3659.841484,2,10,78,22.57194444,90.66277778,924.2024
4263,3.609999955,3860.797618,2,10,78,22.59055556,90.65833333,1069.473038
4264,NA,0,2,10,78,22.54583333,90.61861111,NA
4265,1.50999999,2126.249998,2,10,78,22.56,90.58694444,1408.11259
4266,2.799999952,2154.746964,2,10,78,22.50305556,90.63055556,769.5525001
4267.1,3.149999946,2825.178589,2,10,78,22.5,90.63027778,896.882107
4267.2,2.269999951,2581.582336,2,10,78,22.5,90.63027778,1137.260966
4268,0.680000007,1186.250015,2,10,78,22.49972222,90.6125,1744.485298
4269,1.420000017,2054.910702,2,10,78,22.53416667,90.83722222,1447.120196
4270,2.129999995,2076.884846,2,10,78,22.50944444,90.81666667,975.06331
4271,5.149999976,6235.595276,2,10,78,22.54694444,90.77638889,1210.795205
4272,3.909999937,5024.027809,2,10,78,22.55111111,90.79388889,1284.917619
4273,2.569999993,3156.805458,2,10,78,22.52194444,90.82861111,1228.328975
4274,3.109999955,2567.85714,2,10,78,22.45944444,90.83111111,825.6775489
4275,2.979999959,4170.520998,2,10,78,22.45277778,90.60333333,1399.50371
4276,2.539999962,3344.271052,2,10,78,22.54361111,90.60361111,1316.642166
4277,2.629999936,2665.853209,2,10,78,22.60416667,90.84111111,1013.632423
4278,NA,0,2,10,78,22.47027778,90.595,NA
4279,2.400000036,2696.230219,2,10,78,22.46,90.60333333,1123.429241
4280,3.359999955,3248.023876,2,10,78,22.46222222,90.62,966.6737857
4281,2.959999979,3082.410645,2,10,78,22.03777778,90.63305556,1041.354955
4282,4.73999995,3510.853184,2,10,78,22.03194444,90.66166667,740.6863335
4283,2.209999979,2778.472172,2,10,78,22.22361111,90.67277778,1257.227239
4284,3.839999944,4156.904583,2,10,78,22.22361111,90.67277778,1082.527251
4285,4.279999912,4193.333256,2,10,78,22.02611111,90.71111111,979.7507809
4286,3.129999995,2315.333344,2,10,78,22.22361111,90.62388889,739.7231141
4287,4.059999943,3026.964455,2,10,78,22.22944444,90.63166667,745.557758
4288,7.999999851,4456.42865,2,10,78,22.19944444,90.50138889,557.0535916
4289,5.539999962,4282.849701,2,10,78,22.22611111,90.59,773.0775687
4290,1.980000019,1455.83325,2,10,78,22.22666667,90.56694444,735.2693111
4291,3.899999917,4065.666687,2,10,78,22.20694444,90.55222222,1042.47866
4292,3.039999962,2448.229156,2,10,78,22.20333333,90.51722222,805.3385484
4293,2.709999979,2047.91666,2,10,78,22.21555556,90.5475,755.6888105
4294,2.669999957,2502.083229,2,10,78,22.22583333,90.51222222,937.1098387
4295,3.659999967,3713.214425,2,10,78,22.22638889,90.49527778,1014.53947
4296,2.919999957,2349.256012,2,10,78,22.22694444,90.46888889,804.5397419
4297,3.939999998,3117.333496,2,10,78,22.20027778,90.67416667,791.2013954
4298,6.23999989,4316.547607,2,10,78,22.22194444,90.61555556,691.7544364
4299,4.809999943,1967.371063,2,10,78,22.235,90.66611111,409.0168579
4300,0.610000014,2450.773808,2,10,78,22.24583333,90.68666667,4017.661885
4301,2.839999974,2086.666656,2,10,78,22.49916667,90.42222222,734.7417872
4302,3.669999957,3674.833374,2,10,78,22.51194444,90.44527778,1001.317007
4303,2.49999994,2506.73616,2,10,78,22.49944444,90.47666667,1002.694488
4304,3.979999959,3442.249817,2,10,78,22.53972222,90.40333333,864.8868975
4305,3.74999994,3467.333384,2,10,78,22.50972222,90.435,924.6222503
4306,3.789999962,3100.785675,2,10,78,22.47777778,90.42,818.1492629
4307,2.459999979,3414.761917,2,10,78,22.5875,90.43166667,1388.114613
4308,2.469999969,2142.023712,2,10,78,22.57,90.44055556,867.2160887
4309,1.859999955,2670.624992,2,10,78,22.62194444,90.41333333,1435.819923
4310,3.019999981,2333.869013,2,10,78,22.56611111,90.47444444,772.8043138
4311,5.709999919,4036.785721,2,10,78,22.56972222,90.4825,706.967737
4312,3.329999924,5267.827302,2,10,78,22.57111111,90.26944444,1581.930157
4313,3.959999919,3028.83316,2,10,78,22.58055556,90.28583333,764.8568743
4314,4.809999883,3419.19659,2,10,78,22.58888889,90.28277778,710.8516993
4315,2.439999938,3095.27771,2,10,78,22.60027778,90.29638889,1268.556471
4316,1.859999955,1941.249996,2,10,78,22.57305556,90.50555556,1043.682819
4317,1.560000002,3199.345156,2,10,78,22.56888889,90.49722222,2050.862276
4318,2.629999936,2019.583338,2,10,78,22.58083333,90.30416667,767.9024286
4319,5.419999927,3509.360214,2,10,78,22.54333333,90.47027778,647.483443
4320,2.589999974,4334.300579,2,10,78,22.47916667,90.48361111,1673.475144
4321,2.400000036,2540.904762,2,10,79,22.63388889,90.19583333,1058.710302
4322,1.860000014,2580.835331,2,10,79,22.63722222,90.15527778,1387.545866
4323,3.98999995,2929.502449,2,10,79,22.65,90.30916667,734.2111493
4324,3.839999974,2917.357117,2,10,79,22.64888889,90.32777778,759.728421
4325,0.610000014,1408.571408,2,10,79,22.63972222,90.14,2309.133402
4326,1.290000021,3676.791546,2,10,79,22.66333333,90.25472222,2850.225957
4327,1.439999998,1138.434502,2,10,79,22.67166667,90.255,790.5795163
4328,2.209999979,4035.09922,2,10,79,22.645,90.12138889,1825.836769
